,account_id,district_id,account_frequency,account_date,account_year
742,3837,48,0,1993-08-26,1993
743,33,22,1,1993-08-26,1993
744,2894,17,1,1993-08-28,1993
745,2510,61,1,1993-08-28,1993
746,389,30,1,1993-08-28,1993
747,6051,56,1,1993-08-28,1993
748,730,4,1,1993-08-28,1993
749,1694,6,2,1993-08-29,1993
750,721,76,1,1993-08-29,1993
751,1106,20,2,1993-08-29,1993
752,3319,56,1,1993-08-29,1993
753,10451,1,1,1993-08-29,1993
754,172,13,1,1993-08-30,1993
755,3920,74,1,1993-09-01,1993
756,3011,64,1,1993-09-01,1993
757,1337,23,1,1993-09-01,1993
758,2592,69,1,1993-09-01,1993
759,146,4,1,1993-09-02,1993
760,2576,1,1,1993-09-02,1993
761,3195,40,1,1993-09-02,1993
762,8073,24,0,1993-09-03,1993
763,4463,67,1,1993-09-03,1993
764,2082,36,1,1993-09-03,1993
765,2020,13,1,1993-09-04,1993
766,160,23,1,1993-09-04,1993
767,7607,1,1,1993-09-05,1993
768,117,31,1,1993-09-05,1993
769,3509,2,1,1993-09-05,1993
770,151,76,1,1993-09-06,1993
771,1719,1,1,1993-09-06,1993
772,3456,32,1,1993-09-06,1993
773,2951,44,1,1993-09-06,1993
774,7190,49,1,1993-09-06,1993
775,1827,10,1,1993-09-06,1993
776,1689,55,1,1993-09-07,1993
777,1197,68,1,1993-09-07,1993
778,5952,50,1,1993-09-07,1993
779,6930,41,1,1993-09-08,1993
780,1107,42,1,1993-09-08,1993
781,8475,4,1,1993-09-08,1993
782,3575,7,1,1993-09-08,1993
783,2691,69,1,1993-09-08,1993
784,3323,13,1,1993-09-08,1993
785,2428,72,1,1993-09-08,1993
786,2649,2,1,1993-09-08,1993
787,2907,70,1,1993-09-09,1993
788,1091,16,1,1993-09-09,1993
789,1487,66,1,1993-09-10,1993
790,3157,77,1,1993-09-10,1993
791,4414,24,1,1993-09-10,1993
792,2302,24,1,1993-09-10,1993
793,1410,74,1,1993-09-11,1993
794,1146,67,1,1993-09-12,1993
795,8564,68,1,1993-09-12,1993
796,750,73,1,1993-09-12,1993
797,2150,37,1,1993-09-12,1993
798,10940,50,1,1993-09-13,1993
799,9337,30,1,1993-09-13,1993
800,861,22,1,1993-09-13,1993
801,10440,72,1,1993-09-13,1993
802,10036,1,1,1993-09-13,1993
803,1234,6,1,1993-09-13,1993
804,7774,74,0,1993-09-14,1993
805,1547,72,1,1993-09-14,1993
806,1079,74,1,1993-09-14,1993
807,3863,15,1,1993-09-14,1993
808,3480,58,1,1993-09-14,1993
809,2671,1,1,1993-09-15,1993
810,1705,70,1,1993-09-15,1993
811,3028,27,1,1993-09-15,1993
812,3310,25,1,1993-09-15,1993
813,6715,48,2,1993-09-15,1993
814,3255,1,1,1993-09-15,1993
815,3751,9,1,1993-09-15,1993
816,2987,18,1,1993-09-16,1993
817,857,77,1,1993-09-16,1993
818,3042,10,1,1993-09-16,1993
819,2695,16,1,1993-09-16,1993
820,2849,1,1,1993-09-16,1993
821,2802,1,1,1993-09-16,1993
822,34,67,2,1993-09-17,1993
823,7133,1,1,1993-09-17,1993
824,699,1,1,1993-09-17,1993
825,2282,29,2,1993-09-17,1993
826,8489,19,1,1993-09-18,1993
827,837,46,1,1993-09-18,1993
828,8759,1,1,1993-09-18,1993
829,1602,33,1,1993-09-19,1993
830,2958,48,1,1993-09-19,1993
831,3408,62,1,1993-09-19,1993
832,153,77,1,1993-09-19,1993
833,3268,21,1,1993-09-20,1993
834,854,62,1,1993-09-21,1993
835,1831,1,1,1993-09-21,1993
836,39,36,1,1993-09-22,1993
837,1811,40,1,1993-09-22,1993
838,3822,8,1,1993-09-22,1993
839,1404,7,2,1993-09-22,1993
840,517,76,1,1993-09-22,1993
841,1440,55,1,1993-09-22,1993
842,3505,46,1,1993-09-23,1993
843,1804,20,2,1993-09-23,1993
844,2617,1,1,1993-09-24,1993
845,467,74,1,1993-09-24,1993
846,4437,40,1,1993-09-24,1993
847,1453,61,2,1993-09-25,1993
848,3977,7,1,1993-09-25,1993
849,8982,64,1,1993-09-25,1993
850,27,73,1,1993-09-26,1993
851,4511,33,1,1993-09-26,1993
852,1052,61,1,1993-09-27,1993
853,10227,62,0,1993-09-27,1993
854,3171,61,1,1993-09-28,1993
855,228,5,1,1993-09-28,1993
856,3618,29,1,1993-09-29,1993
857,1016,40,1,1993-09-29,1993
858,15,70,1,1993-10-02,1993
859,3237,20,1,1993-10-02,1993
860,1485,36,1,1993-10-03,1993
861,7769,23,1,1993-10-03,1993
862,2613,26,1,1993-10-03,1993
863,2201,8,1,1993-10-05,1993
864,1896,74,1,1993-10-05,1993
865,5387,1,1,1993-10-05,1993
866,3535,1,1,1993-10-05,1993
867,1120,1,1,1993-10-05,1993
868,235,41,1,1993-10-06,1993
869,3701,76,1,1993-10-06,1993
870,1516,67,1,1993-10-08,1993
871,4543,33,1,1993-10-08,1993
872,2427,70,2,1993-10-08,1993
873,1981,64,1,1993-10-08,1993
874,8566,74,1,1993-10-08,1993
875,678,17,1,1993-10-08,1993
876,4659,56,1,1993-10-08,1993
877,4059,34,1,1993-10-08,1993
878,4013,73,0,1993-10-08,1993
879,7011,75,1,1993-10-08,1993
880,2132,76,1,1993-10-08,1993
881,1816,44,1,1993-10-08,1993
882,2623,58,1,1993-10-09,1993
883,2793,47,1,1993-10-09,1993
884,2479,18,1,1993-10-09,1993
885,11135,75,1,1993-10-10,1993
886,8041,1,1,1993-10-10,1993
887,492,5,1,1993-10-10,1993
888,799,56,1,1993-10-10,1993
889,3972,51,1,1993-10-11,1993
890,1468,54,1,1993-10-11,1993
891,624,70,1,1993-10-11,1993
892,3483,40,1,1993-10-12,1993
893,4260,56,1,1993-10-14,1993
894,616,43,1,1993-10-14,1993
895,931,59,1,1993-10-15,1993
896,102,11,1,1993-10-16,1993
897,540,75,1,1993-10-16,1993
898,2660,1,2,1993-10-17,1993
899,4287,1,1,1993-10-17,1993
900,3551,6,1,1993-10-17,1993
901,2072,41,1,1993-10-17,1993
902,4119,77,1,1993-10-18,1993
903,1345,28,1,1993-10-19,1993
904,1565,36,1,1993-10-20,1993
905,2824,11,1,1993-10-20,1993
906,2052,61,1,1993-10-20,1993
907,1767,21,1,1993-10-20,1993
908,2140,75,1,1993-10-21,1993
909,1051,35,1,1993-10-21,1993
910,3927,56,1,1993-10-22,1993
911,2050,1,1,1993-10-22,1993
912,2276,31,1,1993-10-22,1993
913,126,5,1,1993-10-23,1993
914,2859,11,1,1993-10-23,1993
915,2667,23,1,1993-10-23,1993
916,1789,46,1,1993-10-23,1993
917,838,47,1,1993-10-23,1993
918,3264,70,1,1993-10-23,1993
919,198,70,1,1993-10-25,1993
920,2345,5,1,1993-10-25,1993
921,5256,72,0,1993-10-25,1993
922,40,64,1,1993-10-25,1993
923,419,13,1,1993-10-25,1993
924,3892,43,1,1993-10-25,1993
925,1217,69,1,1993-10-25,1993
926,397,11,1,1993-10-26,1993
927,3146,68,1,1993-10-26,1993
928,287,16,1,1993-10-27,1993
929,2180,45,1,1993-10-27,1993
930,354,59,1,1993-10-28,1993
931,259,2,1,1993-10-28,1993
932,1666,67,1,1993-10-30,1993
933,1495,36,1,1993-11-01,1993
934,2582,28,1,1993-11-01,1993
935,4470,16,1,1993-11-01,1993
936,1381,57,1,1993-11-01,1993
937,2435,38,1,1993-11-01,1993
938,542,1,1,1993-11-01,1993
939,1123,13,1,1993-11-01,1993
940,3225,1,1,1993-11-01,1993
941,1133,1,1,1993-11-01,1993
942,3086,1,1,1993-11-02,1993
943,2250,35,1,1993-11-02,1993
944,340,1,1,1993-11-03,1993
945,4079,52,1,1993-11-03,1993
946,841,1,1,1993-11-04,1993
947,2269,6,1,1993-11-04,1993
948,2867,30,1,1993-11-04,1993
949,3371,68,1,1993-11-04,1993
950,520,60,1,1993-11-04,1993
951,743,10,1,1993-11-05,1993
952,3640,10,1,1993-11-05,1993
953,3354,63,1,1993-11-05,1993
954,107,64,1,1993-11-05,1993
955,243,55,2,1993-11-06,1993
956,3687,71,1,1993-11-06,1993
957,1984,73,1,1993-11-07,1993
958,4173,1,1,1993-11-08,1993
959,2700,74,1,1993-11-08,1993
960,2318,73,1,1993-11-08,1993
961,7965,55,1,1993-11-08,1993
962,3352,42,1,1993-11-08,1993
963,4255,70,2,1993-11-08,1993
964,73,72,1,1993-11-08,1993
965,3948,1,1,1993-11-09,1993
966,648,13,1,1993-11-09,1993
967,3688,70,1,1993-11-10,1993
968,462,29,1,1993-11-10,1993
969,3243,1,1,1993-11-10,1993
970,8625,64,1,1993-11-10,1993
971,321,47,1,1993-11-11,1993
972,3548,23,1,1993-11-11,1993
973,5984,11,1,1993-11-11,1993
974,3091,3,1,1993-11-11,1993
975,626,72,1,1993-11-11,1993
976,998,47,1,1993-11-11,1993
977,3326,5,1,1993-11-11,1993
978,2457,76,1,1993-11-11,1993
979,2549,74,1,1993-11-12,1993
980,1947,35,1,1993-11-12,1993
981,2738,41,1,1993-11-12,1993
982,1809,1,2,1993-11-12,1993
983,519,24,1,1993-11-12,1993
984,2665,61,1,1993-11-13,1993
985,1114,6,2,1993-11-13,1993
986,8957,1,1,1993-11-13,1993
987,2271,68,1,1993-11-13,1993
988,196,4,1,1993-11-14,1993
989,3218,41,1,1993-11-14,1993
990,3660,74,1,1993-11-14,1993
991,787,10,1,1993-11-14,1993
992,3820,1,1,1993-11-14,1993
993,10906,76,1,1993-11-14,1993
994,914,73,1,1993-11-14,1993
995,9656,61,1,1993-11-14,1993
996,1941,60,1,1993-11-15,1993
997,3617,22,1,1993-11-15,1993
998,3370,49,1,1993-11-15,1993
999,1664,56,1,1993-11-15,1993
1000,4337,29,1,1993-11-16,1993
1001,2557,40,1,1993-11-17,1993
1002,1527,31,0,1993-11-17,1993
1003,3938,57,1,1993-11-17,1993
1004,1686,11,1,1993-11-18,1993
1005,10670,60,1,1993-11-18,1993
1006,3309,66,1,1993-11-20,1993
1007,3107,5,1,1993-11-20,1993
1008,8377,29,1,1993-11-20,1993
1009,345,5,1,1993-11-20,1993
1010,498,1,1,1993-11-21,1993
1011,3571,39,1,1993-11-21,1993
1012,5991,1,1,1993-11-21,1993
1013,1128,74,1,1993-11-21,1993
1014,10439,66,1,1993-11-21,1993
1015,1302,55,1,1993-11-21,1993
1016,10788,67,2,1993-11-22,1993
1017,4343,31,1,1993-11-22,1993
1018,2460,1,1,1993-11-22,1993
1019,1931,20,1,1993-11-23,1993
1020,2972,12,1,1993-11-23,1993
1021,1286,66,0,1993-11-23,1993
1022,1235,76,1,1993-11-23,1993
1023,4385,23,1,1993-11-23,1993
1024,7449,1,1,1993-11-24,1993
1025,545,54,1,1993-11-24,1993
1026,245,65,1,1993-11-25,1993
1027,688,74,1,1993-11-25,1993
1028,173,66,1,1993-11-26,1993
1029,10904,48,1,1993-11-26,1993
1030,7844,1,1,1993-11-26,1993
1031,6353,26,1,1993-11-26,1993
1032,604,12,1,1993-11-26,1993
1033,6806,1,1,1993-11-26,1993
1034,5927,15,1,1993-11-26,1993
1035,2419,24,1,1993-11-27,1993
1036,1288,11,1,1993-11-27,1993
1037,3003,18,1,1993-11-27,1993
1038,10131,1,1,1993-11-27,1993
1039,1952,70,1,1993-11-28,1993
1040,651,72,1,1993-11-28,1993
1041,2989,4,1,1993-11-28,1993
1042,1499,47,1,1993-11-28,1993
1043,426,1,1,1993-11-29,1993
1044,3570,44,1,1993-11-29,1993
1045,4237,18,1,1993-11-29,1993
1046,2739,59,1,1993-11-29,1993
1047,4526,63,1,1993-11-29,1993
1048,1621,75,1,1993-12-01,1993
1049,344,54,1,1993-12-01,1993
1050,1359,8,1,1993-12-02,1993
1051,290,56,1,1993-12-02,1993
1052,66,48,0,1993-12-03,1993
1053,1314,48,1,1993-12-03,1993
1054,3145,4,1,1993-12-03,1993
1055,1204,29,1,1993-12-03,1993
1056,437,43,1,1993-12-03,1993
1057,2063,1,1,1993-12-04,1993
1058,3087,15,1,1993-12-04,1993
1059,2588,5,1,1993-12-04,1993
1060,956,74,1,1993-12-05,1993
1061,597,41,1,1993-12-05,1993
1062,3129,5,1,1993-12-05,1993
1063,884,2,1,1993-12-07,1993
1064,4264,28,1,1993-12-07,1993
1065,3223,1,1,1993-12-07,1993
1066,737,34,1,1993-12-08,1993
1067,2306,38,1,1993-12-08,1993
1068,1673,53,1,1993-12-08,1993
1069,10663,11,1,1993-12-08,1993
1070,3345,22,1,1993-12-08,1993
1071,1970,8,1,1993-12-08,1993
1072,2504,16,1,1993-12-09,1993
1073,358,12,1,1993-12-09,1993
1074,2980,66,1,1993-12-09,1993
1075,3918,53,1,1993-12-09,1993
1076,1680,59,1,1993-12-10,1993
1077,3039,1,1,1993-12-10,1993
1078,3380,64,1,1993-12-10,1993
1079,2128,22,1,1993-12-10,1993
1080,903,47,1,1993-12-10,1993
1081,1762,28,1,1993-12-11,1993
1082,61,70,1,1993-12-11,1993
1083,391,36,1,1993-12-11,1993
1084,2305,1,1,1993-12-11,1993
1085,1588,67,1,1993-12-11,1993
1086,183,43,1,1993-12-12,1993
1087,365,74,1,1993-12-12,1993
1088,2476,32,1,1993-12-12,1993
1089,347,65,1,1993-12-13,1993
1090,1877,76,1,1993-12-13,1993
1091,3196,1,1,1993-12-13,1993
1092,2928,55,1,1993-12-14,1993
1093,1225,4,1,1993-12-14,1993
1094,3825,7,1,1993-12-14,1993
1095,180,55,2,1993-12-14,1993
1096,2813,24,1,1993-12-15,1993
1097,1605,72,1,1993-12-16,1993
1098,1792,7,1,1993-12-16,1993
1099,1604,54,1,1993-12-16,1993
1100,883,1,1,1993-12-17,1993
1101,441,27,2,1993-12-17,1993
1102,3429,73,1,1993-12-17,1993
1103,4514,69,1,1993-12-18,1993
1104,1088,32,1,1993-12-19,1993
1105,3094,56,1,1993-12-20,1993
1106,1768,15,1,1993-12-20,1993
1107,2768,73,1,1993-12-20,1993
1108,2257,57,1,1993-12-21,1993
1109,1882,1,1,1993-12-21,1993
1110,719,30,1,1993-12-21,1993
1111,5092,74,1,1993-12-21,1993
1112,3292,1,1,1993-12-21,1993
1113,3604,75,1,1993-12-22,1993
1114,2733,76,1,1993-12-22,1993
1115,3669,76,1,1993-12-22,1993
1116,1940,52,1,1993-12-22,1993
1117,3056,55,1,1993-12-22,1993
1118,1419,33,1,1993-12-22,1993
1119,2971,76,2,1993-12-23,1993
1120,1959,62,1,1993-12-24,1993
1121,3164,33,1,1993-12-24,1993
1122,3197,1,1,1993-12-25,1993
1123,2770,42,1,1993-12-25,1993
1124,7944,59,1,1993-12-27,1993
1125,1080,55,1,1993-12-27,1993
1126,6148,74,1,1993-12-27,1993
1127,2010,1,1,1993-12-27,1993
1128,3135,72,1,1993-12-27,1993
1129,1098,47,1,1993-12-28,1993
1130,100,41,1,1993-12-28,1993
1131,2913,8,1,1993-12-28,1993
1132,1153,35,1,1993-12-29,1993
1133,1635,19,1,1993-12-29,1993
1134,2842,14,1,1993-12-29,1993
1135,3759,1,1,1993-12-29,1993
1136,3594,29,1,1993-12-30,1993
1137,2778,38,1,1993-12-30,1993
1138,2161,15,2,1993-12-30,1993
1139,2789,14,1,1994-01-01,1994
1140,1552,18,1,1994-01-02,1994
1141,628,72,1,1994-01-03,1994
1142,1458,29,1,1994-01-03,1994
1143,2673,34,1,1994-01-04,1994
1144,1788,1,1,1994-01-04,1994
1145,1193,29,1,1994-01-05,1994
1146,969,19,1,1994-01-08,1994
1147,1512,1,1,1994-01-08,1994
1148,3997,62,1,1994-01-13,1994
1149,2179,1,2,1994-01-14,1994
1150,1164,35,1,1994-01-14,1994
1151,4774,66,1,1994-01-14,1994
1152,4413,74,2,1994-01-15,1994
1153,1824,52,1,1994-01-17,1994
1154,1231,7,1,1994-01-18,1994
1155,2664,58,1,1994-01-20,1994
1156,1627,1,1,1994-01-20,1994
1157,9104,10,1,1994-01-21,1994
1158,2326,70,1,1994-01-24,1994
1159,4356,47,1,1994-01-26,1994
1160,3667,55,1,1994-01-26,1994
1161,742,77,1,1994-01-28,1994
1162,2538,42,1,1994-01-30,1994
1163,127,29,1,1994-02-02,1994
1164,726,76,1,1994-02-03,1994
1165,4907,42,1,1994-02-06,1994
1166,2628,64,0,1994-02-06,1994
1167,3898,70,1,1994-02-07,1994
1168,6472,61,1,1994-02-08,1994
1169,1770,65,1,1994-02-08,1994
1170,2472,60,1,1994-02-08,1994
1171,1159,49,1,1994-02-09,1994
1172,4418,66,1,1994-02-09,1994
1173,1470,19,1,1994-02-10,1994
1174,1813,47,1,1994-02-11,1994
1175,4416,14,1,1994-02-12,1994
1176,2315,75,1,1994-02-13,1994
1177,3876,69,1,1994-02-13,1994
1178,4329,1,1,1994-02-17,1994
1179,3184,1,1,1994-02-18,1994
1180,370,25,1,1994-02-18,1994
1181,1317,56,1,1994-02-18,1994
1182,2675,1,1,1994-02-19,1994
1183,3840,76,1,1994-02-19,1994
1184,4009,56,1,1994-02-20,1994
1185,3886,1,1,1994-02-20,1994
1186,3445,1,1,1994-02-22,1994
1187,2482,1,1,1994-02-23,1994
1188,2361,28,1,1994-02-25,1994
1189,974,29,1,1994-02-25,1994
1190,2959,8,1,1994-02-25,1994
1191,1880,76,1,1994-02-25,1994
1192,3355,70,1,1994-02-26,1994
1193,2501,30,1,1994-02-26,1994
1194,1073,73,1,1994-02-27,1994
1195,8558,1,0,1994-02-27,1994
1196,3101,1,1,1994-02-27,1994
1197,2568,17,1,1994-03-02,1994
1198,1169,49,0,1994-03-02,1994
1199,3684,23,1,1994-03-04,1994
1200,1406,50,1,1994-03-04,1994
1201,71,1,1,1994-03-05,1994
1202,3528,10,1,1994-03-05,1994
1203,3405,36,1,1994-03-07,1994
1204,6118,1,2,1994-03-07,1994
1205,2382,59,1,1994-03-08,1994
1206,1570,1,1,1994-03-12,1994
1207,1511,51,0,1994-03-13,1994
1208,1237,9,1,1994-03-13,1994
1209,3307,30,1,1994-03-13,1994
1210,3378,55,1,1994-03-14,1994
1211,989,19,1,1994-03-14,1994
1212,3253,71,0,1994-03-15,1994
1213,1626,3,1,1994-03-15,1994
1214,289,1,1,1994-03-17,1994
1215,1987,54,1,1994-03-17,1994
1216,817,5,1,1994-03-18,1994
1217,2228,34,1,1994-03-19,1994
1218,904,1,1,1994-03-20,1994
1219,3824,41,1,1994-03-20,1994
1220,3599,63,1,1994-03-20,1994
1221,22,1,1,1994-03-23,1994
1222,470,64,1,1994-03-23,1994
1223,1273,37,1,1994-03-25,1994
1224,237,50,1,1994-03-25,1994
1225,59,43,1,1994-03-27,1994
1226,572,32,1,1994-03-27,1994
1227,1269,52,1,1994-03-28,1994
1228,855,1,1,1994-03-28,1994
1229,3183,45,1,1994-04-01,1994
1230,1969,5,1,1994-04-02,1994
1231,2799,54,2,1994-04-03,1994
1232,1042,43,1,1994-04-03,1994
1233,1158,50,1,1994-04-03,1994
1234,2713,26,1,1994-04-03,1994
1235,740,28,1,1994-04-04,1994
1236,493,26,1,1994-04-05,1994
1237,2067,76,1,1994-04-07,1994
1238,3804,7,1,1994-04-07,1994
1239,4259,66,1,1994-04-08,1994
1240,2886,1,1,1994-04-08,1994
1241,761,43,1,1994-04-09,1994
1242,1918,24,1,1994-04-10,1994
1243,3036,10,1,1994-04-10,1994
1244,3259,1,1,1994-04-11,1994
1245,4408,71,2,1994-04-11,1994
1246,2009,17,1,1994-04-14,1994
1247,1194,1,1,1994-04-15,1994
1248,3718,63,1,1994-04-16,1994
1249,3201,4,1,1994-04-17,1994
1250,460,1,1,1994-04-18,1994
1251,784,59,1,1994-04-19,1994
1252,3714,2,2,1994-04-21,1994
1253,2154,63,1,1994-04-21,1994
1254,1256,38,1,1994-04-21,1994
1255,1353,51,1,1994-04-21,1994
1256,1820,10,1,1994-04-22,1994
1257,2494,74,1,1994-04-23,1994
1258,2399,1,1,1994-04-26,1994
1259,343,18,1,1994-04-26,1994
1260,575,38,1,1994-04-26,1994
1261,900,48,1,1994-04-26,1994
1262,1467,37,1,1994-04-27,1994
1263,31,68,1,1994-04-27,1994
1264,1375,19,1,1994-04-27,1994
1265,1371,1,1,1994-04-27,1994
1266,844,53,1,1994-04-28,1994
1267,908,62,1,1994-04-29,1994
1268,3134,48,1,1994-04-29,1994
1269,2092,1,1,1994-04-29,1994
1270,3747,1,1,1994-05-01,1994
1271,277,32,0,1994-05-01,1994
1272,3595,30,1,1994-05-01,1994
1273,2511,40,1,1994-05-01,1994
1274,1388,29,1,1994-05-02,1994
1275,4245,52,1,1994-05-02,1994
1276,3838,3,1,1994-05-02,1994
1277,543,64,1,1994-05-03,1994
1278,3653,31,1,1994-05-03,1994
1279,524,61,1,1994-05-03,1994
1280,82,26,1,1994-05-03,1994
1281,3912,2,1,1994-05-04,1994
1282,1949,41,1,1994-05-04,1994
1283,1865,1,1,1994-05-04,1994
1284,451,11,1,1994-05-05,1994
1285,50,1,1,1994-05-06,1994
1286,1184,14,1,1994-05-06,1994
1287,363,1,1,1994-05-06,1994
1288,2454,8,1,1994-05-07,1994
1289,2847,75,1,1994-05-08,1994
1290,2740,14,1,1994-05-08,1994
1291,1871,48,1,1994-05-10,1994
1292,8405,20,1,1994-05-10,1994
1293,266,47,1,1994-05-11,1994
1294,1879,10,1,1994-05-13,1994
1295,2259,64,1,1994-05-14,1994
1296,609,63,1,1994-05-15,1994
1297,9750,74,1,1994-05-16,1994
1298,2375,29,1,1994-05-16,1994
1299,216,38,1,1994-05-16,1994
1300,56,50,1,1994-05-16,1994
1301,7824,60,1,1994-05-17,1994
1302,649,69,2,1994-05-17,1994
1303,2996,54,1,1994-05-17,1994
1304,1509,51,1,1994-05-19,1994
1305,2170,1,0,1994-05-19,1994
1306,2001,75,1,1994-05-19,1994
1307,2903,38,1,1994-05-19,1994
1308,3717,56,1,1994-05-20,1994
1309,4195,67,1,1994-05-21,1994
1310,2496,51,1,1994-05-21,1994
1311,9583,31,2,1994-05-22,1994
1312,3636,21,1,1994-05-22,1994
1313,1826,5,1,1994-05-22,1994
1314,2227,31,2,1994-05-22,1994
1315,2749,1,1,1994-05-23,1994
1316,535,35,1,1994-05-24,1994
1317,4066,72,1,1994-05-24,1994
1318,2662,71,1,1994-05-24,1994
1319,1053,57,1,1994-05-25,1994
1320,11333,8,1,1994-05-26,1994
1321,1838,68,1,1994-05-26,1994
1322,3037,44,1,1994-05-26,1994
1323,3372,23,1,1994-05-26,1994
1324,985,32,1,1994-05-29,1994
1325,6924,74,1,1994-06-01,1994
1326,3484,22,1,1994-06-01,1994
1327,700,20,1,1994-06-01,1994
1328,3289,1,1,1994-06-02,1994
1329,2638,5,1,1994-06-02,1994
1330,8316,70,1,1994-06-04,1994
1331,1634,77,1,1994-06-04,1994
1332,4825,15,1,1994-06-04,1994
1333,3650,8,1,1994-06-05,1994
1334,10942,44,2,1994-06-05,1994
1335,2922,16,1,1994-06-06,1994
1336,693,2,1,1994-06-06,1994
1337,2260,1,1,1994-06-07,1994
1338,538,70,1,1994-06-07,1994
1339,548,16,1,1994-06-07,1994
1340,941,8,1,1994-06-08,1994
1341,2155,58,1,1994-06-08,1994
1342,4519,8,1,1994-06-08,1994
1343,3539,42,1,1994-06-08,1994
1344,6511,72,1,1994-06-10,1994
1345,2569,2,1,1994-06-10,1994
1346,43,36,1,1994-06-12,1994
1347,1047,46,1,1994-06-13,1994
1348,3479,22,1,1994-06-14,1994
1349,2868,1,1,1994-06-15,1994
1350,4328,72,1,1994-06-17,1994
1351,5628,61,1,1994-06-17,1994
1352,3160,22,1,1994-06-19,1994
1353,1856,26,1,1994-06-19,1994
1354,154,46,1,1994-06-21,1994
1355,3030,65,1,1994-06-22,1994
1356,1938,1,1,1994-06-25,1994
1357,1870,10,1,1994-06-25,1994
1358,3275,74,1,1994-06-29,1994
1359,8492,2,1,1994-06-29,1994
1360,10093,1,2,1994-07-01,1994
1361,3805,9,1,1994-07-02,1994
1362,200,17,1,1994-07-03,1994
1363,2471,6,1,1994-07-03,1994
1364,352,39,1,1994-07-04,1994
1365,1291,1,1,1994-07-04,1994
1366,161,28,1,1994-07-04,1994
1367,711,70,1,1994-07-06,1994
1368,964,26,1,1994-07-08,1994
1369,1012,65,1,1994-07-09,1994
1370,4276,43,1,1994-07-09,1994
1371,901,60,1,1994-07-10,1994
1372,7765,52,2,1994-07-10,1994
1373,90,1,1,1994-07-13,1994
1374,5574,13,2,1994-07-14,1994
1375,741,54,1,1994-07-14,1994
1376,2819,35,1,1994-07-16,1994
1377,478,58,1,1994-07-16,1994
1378,2615,68,1,1994-07-17,1994
1379,3503,1,1,1994-07-17,1994
1380,3921,18,1,1994-07-17,1994
1381,662,21,1,1994-07-18,1994
1382,2654,56,1,1994-07-21,1994
1383,9627,65,0,1994-07-22,1994
1384,2470,16,1,1994-07-23,1994
1385,427,8,1,1994-07-24,1994
1386,709,19,1,1994-07-25,1994
1387,629,31,1,1994-07-25,1994
1388,2606,1,1,1994-07-27,1994
1389,6738,62,1,1994-07-28,1994
1390,2912,74,1,1994-07-30,1994
1391,4995,20,2,1994-08-01,1994
1392,1022,33,2,1994-08-01,1994
1393,1797,24,1,1994-08-01,1994
1394,3497,76,1,1994-08-02,1994
1395,1848,1,1,1994-08-04,1994
1396,582,12,1,1994-08-05,1994
1397,3167,18,1,1994-08-08,1994
1398,1579,57,1,1994-08-09,1994
1399,610,74,1,1994-08-11,1994
1400,3536,24,1,1994-08-11,1994
1401,1017,14,1,1994-08-11,1994
1402,3017,75,1,1994-08-12,1994
1403,3112,38,1,1994-08-12,1994
1404,1360,71,1,1994-08-14,1994
1405,2747,1,1,1994-08-14,1994
1406,9192,1,1,1994-08-16,1994
1407,1398,62,1,1994-08-18,1994
1408,1246,58,1,1994-08-18,1994
1409,1592,38,1,1994-08-18,1994
1410,3728,10,1,1994-08-18,1994
1411,4131,5,1,1994-08-19,1994
1412,377,70,1,1994-08-19,1994
1413,1911,68,1,1994-08-21,1994
1414,635,21,1,1994-08-21,1994
1415,3625,3,1,1994-08-22,1994
1416,3425,70,1,1994-08-24,1994
1417,1327,65,1,1994-08-24,1994
1418,8776,64,1,1994-08-24,1994
1419,2798,70,1,1994-08-24,1994
1420,2401,16,1,1994-08-26,1994
1421,3612,70,1,1994-08-27,1994
1422,4580,9,1,1994-08-27,1994
1423,3226,65,1,1994-08-28,1994
1424,7523,63,1,1994-08-29,1994
1425,3533,74,1,1994-08-29,1994
1426,422,53,2,1994-08-29,1994
1427,3608,72,2,1994-08-30,1994
1428,1105,55,1,1994-09-01,1994
1429,2596,1,1,1994-09-02,1994
1430,9006,40,2,1994-09-02,1994
1431,3579,53,1,1994-09-02,1994
1432,710,25,1,1994-09-02,1994
1433,7546,43,1,1994-09-03,1994
1434,1766,28,1,1994-09-03,1994
1435,1292,3,1,1994-09-03,1994
1436,3797,64,1,1994-09-03,1994
1437,3478,30,1,1994-09-04,1994
1438,8899,1,2,1994-09-05,1994
1439,1975,19,1,1994-09-07,1994
1440,3049,61,1,1994-09-08,1994
1441,3730,17,1,1994-09-08,1994
1442,1714,72,1,1994-09-08,1994
1443,518,74,1,1994-09-09,1994
1444,6321,1,1,1994-09-10,1994
1445,3926,72,1,1994-09-11,1994
1446,1878,52,2,1994-09-13,1994
1447,3712,3,1,1994-09-13,1994
1448,2030,51,1,1994-09-13,1994
1449,3869,72,1,1994-09-13,1994
1450,1908,20,1,1994-09-13,1994
1451,3142,2,1,1994-09-14,1994
1452,1301,18,1,1994-09-15,1994
1453,3288,54,1,1994-09-15,1994
1454,318,36,1,1994-09-16,1994
1455,3336,51,1,1994-09-19,1994
1456,1653,1,1,1994-09-19,1994
1457,577,29,1,1994-09-20,1994
1458,2960,19,1,1994-09-20,1994
1459,2267,54,2,1994-09-20,1994
1460,1989,48,1,1994-09-21,1994
