,loan_id,loan_amount,loan_duration,loan_payments,loan_status,client_gender,account_frequency,region,ratio of urban inhabitants ,average salary ,criminal growth,unemploymant growth,enterpreuners ratio,age on loan,account age at loan,trans_type_count_credit,trans_type_mean_credit,trans_amount_mean,trans_amount_min,trans_amount_max,trans_amount_std,trans_amount_last,trans_balance_mean,trans_balance_min,trans_balance_max,trans_balance_std,trans_balance_last,negative_balance,months_until_bankrupt,ops_per_month
93,5724,316140,60,5269,-1,0,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,26,23,60,0.4316546762589928,92.17194244604318,-9500.0,13352.0,5291.983178753222,66.8,18632.93381294964,800.0,39616.2,6901.260790646524,12826.4,0,2,6.043478260869565
94,5725,444864,48,9268,1,0,monthly,south Moravia,0.747,9624,-0.0011111167484360652,0.71,0.145,32,11,27,0.421875,652.2515625,-16300.0,25862.0,9438.321870917793,-10500.0,32404.7734375,800.0,62903.5,11798.830196336487,41743.9,0,4,5.818181818181818
95,5739,76380,12,6365,1,1,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,37,8,20,0.4444444444444444,514.5955555555555,-8700.0,12861.0,5137.9118173346515,-14.6,26122.84888888889,1100.0,41703.3,8289.780093711837,23156.6,0,3,5.625
96,5740,18564,12,1547,1,1,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,32,5,9,0.6923076923076923,3328.1307692307696,-13400.0,25603.5,12195.359397217768,167.3,35538.04615384615,200.0,56498.4,14265.870341694039,43265.7,0,27,2.6
97,5741,68544,24,2856,1,0,weekly,north Bohemia,0.623,9065,0.00016665789519849832,0.9299999999999997,0.123,20,9,17,0.3148148148148148,439.4425925925927,-34800.0,44342.0,15178.069612059662,-30.0,44948.625925925924,900.0,94207.7,20196.07407074487,23729.8,0,8,6.0
98,5750,63252,12,5271,1,1,monthly,central Bohemia,0.634,9920,0.005880179466877804,0.6100000000000003,0.13,46,22,48,0.2926829268292683,303.10426829268295,-31800.0,47436.0,15446.491918276866,31624.0,49291.82256097561,13097.7,86343.2,18482.29894648273,49709.2,0,9,7.454545454545454
99,5754,23052,12,1921,1,1,monthly,south Moravia,1.0,9897,-6.450447661067678e-05,0.3599999999999999,0.14,53,20,48,0.2807017543859649,166.85263157894735,-24000.0,20812.0,6190.289905957705,-5520.0,23771.966081871346,700.0,54321.8,8912.019358254425,28531.7,0,14,8.55
100,5804,158976,48,3312,1,0,monthly,east Bohemia,0.619,8363,0.0016905015394354445,0.9700000000000002,0.108,56,17,52,0.3333333333333333,121.02307692307694,-37300.0,48358.0,14000.167284580504,74.4,49916.09102564103,600.0,130293.2,23319.33818504641,18894.0,0,5,9.176470588235293
101,5805,137904,24,5746,-1,0,monthly,central Bohemia,0.365,9622,0.0007139363010166982,0.13999999999999996,0.154,27,4,9,0.75,2929.9833333333336,-9000.0,11878.0,7835.438063617623,-8100.0,26886.191666666666,600.0,43259.7,11982.10175488715,35159.7,0,6,3.0
102,5836,79632,24,3318,1,1,monthly,south Moravia,0.483,8512,-0.0011443829868395957,0.6100000000000003,0.102,35,4,10,0.625,5609.15625,-64300.0,66165.0,34383.04703385025,44110.0,63494.2,900.0,119373.5,29061.53705517541,99262.5,0,29,4.0
103,5837,244560,60,4076,1,1,monthly,south Moravia,0.636,8757,0.002372577040049833,0.5700000000000003,0.096,26,8,18,0.42857142857142855,507.76428571428585,-24600.0,36680.0,15097.74726351861,-4107.0,38426.728571428575,1000.0,72512.5,15757.722747155978,21326.1,0,5,5.25
104,5861,51408,24,2142,1,0,monthly,west Bohemia,0.556,8843,0.0015312595703723148,0.7800000000000002,0.113,45,13,31,0.484375,768.7328124999999,-57700.0,49907.0,20490.082507096853,-14.6,52299.2859375,900.0,137087.2,27533.493654127193,49198.8,0,22,4.923076923076923
105,5876,221280,48,4610,1,0,weekly,north Moravia,1.0,10673,-0.0013431315033809862,0.6900000000000004,0.1,26,13,25,0.352112676056338,441.050704225352,-32300.0,50178.0,17996.94083959726,-30.0,37596.9323943662,1100.0,106144.8,18388.528003099997,31314.7,0,6,5.461538461538462
106,5877,97224,24,4051,1,1,monthly,south Bohemia,0.614,8114,0.0024033917528557157,0.2400000000000002,0.119,43,17,42,0.375,173.92499999999998,-11700.0,16257.0,5670.881536481856,-3600.0,22360.536607142858,1000.0,43393.0,7476.937792262856,19479.6,0,4,6.588235294117647
107,5880,73836,36,2051,1,1,monthly,north Bohemia,0.899,10446,-0.0017014888027023646,2.0600000000000005,0.09,28,6,14,0.7368421052631579,3550.163157894737,-37000.0,44281.0,23125.7389687626,22321.0,55315.16842105263,900.0,129607.8,32965.14577809675,67453.1,0,32,3.1666666666666665
108,5882,87816,12,7318,1,0,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,33,15,41,0.4880952380952381,186.49523809523808,-10300.0,14886.0,6095.9040407632665,-5000.0,25533.214285714286,800.0,43442.2,6896.753585410004,15665.6,0,2,5.6
109,5886,192744,36,5354,1,0,monthly,south Moravia,0.40700000000000003,8544,0.0012835648783702158,0.5700000000000001,0.109,32,4,13,0.5,1069.1961538461542,-34100.0,49871.0,21524.24566298165,-8400.0,62590.42307692308,200.0,128778.8,28733.343188251627,27799.1,0,5,6.5
110,5887,192744,36,5354,1,1,monthly,south Moravia,0.519,8441,0.0033712028777238504,1.0300000000000002,0.115,23,16,33,0.4342105263157895,381.8302631578949,-47700.0,41064.0,13279.627496603152,-14.6,37265.65526315789,700.0,121508.1,16917.161794126067,29019.1,0,5,4.75
111,5892,66480,24,2770,-1,0,weekly,north Moravia,0.564,8746,0.0004285078587242552,0.41000000000000014,0.09,60,5,7,0.7,3489.12,-28000.0,49631.0,21506.03919108408,206.5,34798.28,900.0,77551.0,21490.62646296442,34891.2,0,12,2.0
112,5897,15192,24,633,1,1,monthly,west Bohemia,0.8,8991,0.0006117305449295695,0.6199999999999999,0.128,23,22,47,0.2781065088757396,102.67455621301775,-14000.0,21513.0,6713.042568708262,-4080.0,29941.905325443786,500.0,48157.1,7237.180988793552,17351.9,0,27,7.681818181818182
113,5900,135360,48,2820,1,0,monthly,east Bohemia,0.52,8187,0.00010720307185529534,0.6200000000000001,0.094,20,12,32,0.4155844155844156,712.5844155844156,-46400.0,48633.0,21907.25808941114,300.8,64881.31428571429,200.0,146479.5,30587.603643206054,54883.5,0,19,6.416666666666667
114,5918,300204,36,8339,1,0,monthly,south Moravia,0.48,8720,-0.00048161823727725157,0.77,0.116,30,12,27,0.38028169014084506,477.92676056338024,-18300.0,28365.0,9961.408186424214,135.7,34084.460563380286,300.0,57676.7,11447.547499735838,33947.4,0,4,5.916666666666667
115,5922,20220,12,1685,1,1,monthly,central Bohemia,0.5529999999999999,8899,-0.006146734854445318,0.5800000000000001,0.149,22,12,23,0.45098039215686275,613.7921568627451,-48100.0,49397.0,15994.266476395134,109.9,41077.635294117645,500.0,122906.7,25420.727566030233,31317.9,0,18,4.25
116,5923,64656,48,1347,1,0,monthly,west Bohemia,0.43799999999999994,8561,0.0014562096941959641,0.64,0.11,49,4,9,0.75,3729.0750000000003,-5700.0,13609.0,7928.79262425302,13609.0,25896.466666666664,200.0,44749.0,11814.971181770212,44749.0,0,33,3.0
117,5938,402000,60,6700,1,0,monthly,central Bohemia,0.674,9753,0.004323083799777174,0.41000000000000014,0.109,16,10,29,0.5370370370370371,319.1111111111111,-9100.0,9500.0,4128.500821997339,-2828.0,21568.935185185186,200.0,35650.8,7900.831741722059,17232.1,0,2,5.4
118,5959,107640,24,4485,1,1,monthly,central Bohemia,0.467,8507,0.005794068673777058,0.18000000000000016,0.132,35,6,12,0.5217391304347826,2840.2391304347825,-46900.0,53613.0,24954.115758577584,35742.0,50214.50434782609,600.0,107783.7,22727.670225229824,65325.4,0,14,3.8333333333333335
119,5970,465072,48,9689,1,0,monthly,south Moravia,0.483,8512,-0.0011443829868395957,0.6100000000000003,0.102,47,18,38,0.36893203883495146,360.7038834951457,-42880.0,35163.0,13109.178331783216,-10200.0,27778.74563106796,300.0,79557.6,13613.100566191757,37152.4,0,3,5.722222222222222
120,5980,21396,12,1783,1,0,monthly,south Bohemia,0.519,9045,0.0005782706306551466,0.4700000000000002,0.124,26,14,34,0.4358974358974359,317.71923076923076,-14075.0,16048.0,6719.2148696235945,-14075.0,30812.94615384615,1000.0,46848.9,7990.971151238132,24782.0,0,13,5.571428571428571
121,5988,141648,24,5902,1,0,monthly,east Bohemia,0.619,8363,0.0016905015394354445,0.9700000000000002,0.108,44,6,13,0.7222222222222222,4928.344444444444,-34600.0,42127.0,20748.506295215913,-34600.0,45100.42222222222,200.0,123310.1,32279.92216277436,88710.1,0,15,3.0
122,5989,213300,36,5925,1,0,monthly,east Bohemia,0.728,9538,-0.004114897281338418,0.30000000000000004,0.111,31,11,27,0.4576271186440678,463.16440677966096,-8160.0,13600.0,5061.0841403917675,106.1,27951.91355932203,400.0,42443.7,7864.495893274421,27341.3,0,4,5.363636363636363
123,5997,117024,24,4876,1,0,monthly,south Bohemia,0.748,10045,-0.0017390227705052733,0.29000000000000004,0.135,58,5,9,0.6923076923076923,4091.8076923076924,-24000.0,29255.0,19509.74139421388,208.3,44131.16923076923,800.0,76985.2,19844.247591152816,53193.5,0,10,2.6
124,5999,98832,48,2059,1,1,monthly,east Bohemia,0.591,8388,0.00010426767597777013,0.5299999999999998,0.087,25,23,50,0.2824858757062147,153.5022598870057,-22240.0,23282.0,7402.133118498487,139.5,31814.268361581922,500.0,63095.4,12078.55101973188,27184.4,0,13,7.695652173913044
125,6004,143904,24,5996,1,0,monthly,east Bohemia,0.52,8187,0.00010720307185529534,0.6200000000000001,0.094,43,17,47,0.3381294964028777,275.80071942446034,-60500.0,46108.0,15694.80077317444,-8800.0,49727.45611510792,700.0,134571.2,23416.563215441554,38336.2,0,6,8.176470588235293
126,6006,359760,60,5996,1,0,monthly,east Bohemia,0.763,9425,-0.0011986110939488676,0.78,0.125,17,16,25,0.5208333333333334,832.4895833333334,-51700.0,37346.0,14255.403903592842,-4710.0,32434.693750000002,900.0,127807.6,24143.874396857613,39959.4,0,6,3.0
127,6011,179328,48,3736,1,0,monthly,south Moravia,1.0,9897,-6.450447661067678e-05,0.3599999999999999,0.14,23,10,21,0.40384615384615385,693.7461538461539,-23040.0,34960.0,13297.549423542427,-15700.0,44093.971153846156,200.0,81614.7,14278.225737036766,36074.7,0,9,5.2
128,6012,258444,36,7179,1,0,weekly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,30,7,12,0.75,3368.25625,-14600.0,31830.0,12093.412861938175,206.4,40688.1375,600.0,61790.4,17230.159617750694,53892.1,0,7,2.2857142857142856
129,6013,128988,36,3583,-1,0,weekly,south Bohemia,0.584,8547,-0.00029725674489709255,0.9900000000000002,0.12,56,18,35,0.4268292682926829,118.05365853658544,-27600.0,42530.0,12272.167259131436,-30.0,34740.70243902439,-36.1,78192.9,17311.11971554469,9680.2,1,2,4.555555555555555
130,6015,110112,24,4588,1,0,monthly,south Moravia,0.509,8240,0.00049114548099823,1.0300000000000002,0.099,33,11,37,0.45121951219512196,1303.1499999999999,-52500.0,45549.0,22818.60210797403,33425.0,76232.70000000001,700.0,135658.1,28391.569085736075,135658.1,0,29,7.454545454545454
131,6019,11400,12,950,1,1,monthly,south Moravia,1.0,9897,-6.450447661067678e-05,0.3599999999999999,0.14,16,11,29,0.37662337662337664,361.30389610389614,-6700.0,10734.0,3661.7528542906434,-2200.0,27533.66363636364,300.0,39514.1,6234.415407995346,27820.2,0,29,7.0
132,6027,61656,24,2569,-1,1,weekly,central Bohemia,0.413,8598,0.005155690732738636,0.48999999999999977,0.123,42,6,9,0.75,4974.625,-31400.0,47337.0,23294.773171801477,15200.0,44763.458333333336,400.0,89256.9,24849.149080234965,59695.5,0,23,2.0
133,6038,323472,48,6739,1,1,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,53,14,28,0.49122807017543857,1213.6789473684212,-33900.0,44802.0,18150.672608421988,230.0,45414.07368421053,200.0,119934.1,26516.428001628443,72386.4,0,10,4.071428571428571
134,6043,20352,48,424,1,1,monthly,south Moravia,0.636,8757,0.002372577040049833,0.5700000000000003,0.096,47,9,22,0.4583333333333333,443.3666666666666,-9600.0,12549.0,5243.28973277693,-3000.0,31814.41458333333,400.0,44427.9,9092.645216549368,21281.5,0,50,5.333333333333333
135,6063,320976,48,6687,-1,0,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,59,8,23,0.46,929.2460000000001,-49700.0,70071.0,24296.38046283396,-9100.0,49482.968,1000.0,130775.0,27435.703120029266,46462.2,0,6,6.25
136,6064,14628,12,1219,1,1,monthly,south Moravia,0.33899999999999997,8743,0.001496414971790986,0.5500000000000003,0.111,45,13,29,0.28431372549019607,342.1843137254902,-14100.0,23230.5,7116.803667290632,160.7,32788.14215686275,200.0,52184.7,9015.76816505543,34917.4,0,28,7.846153846153846
137,6066,173808,24,7242,1,1,after-transaction,north Moravia,0.535,8909,0.0008751556767309569,1.5499999999999998,0.113,37,13,26,0.3466666666666667,1259.0919999999999,-38200.0,74522.0,26445.166083619242,49681.0,61218.65866666667,1000.0,134416.6,24967.390839870233,94431.9,0,13,5.769230769230769
138,6072,193968,36,5388,1,0,after-transaction,north Moravia,0.626,8994,-0.0020519896339144354,0.9900000000000002,0.11,21,7,20,0.6896551724137931,2785.5172413793102,-54200.0,41783.0,23715.50147849456,19181.0,63579.21724137931,800.0,120567.3,30034.313435862332,80780.0,0,14,4.142857142857143
139,6073,276300,60,4605,1,0,monthly,south Moravia,0.747,9624,-0.0011111167484360652,0.71,0.145,20,16,45,0.4891304347826087,299.76304347826084,-5760.0,8888.0,3941.6829481420946,-3950.0,25997.563043478258,500.0,40755.0,6720.217505796418,27578.1,0,5,5.75
140,6077,79608,24,3317,1,0,monthly,east Bohemia,0.53,8254,0.0015055962729390376,0.9699999999999998,0.097,23,10,22,0.41509433962264153,1957.4679245283016,-51700.0,67124.0,26077.862408931138,-3100.0,69954.5716981132,800.0,125825.7,24870.23292768019,103745.7,0,31,5.3
141,6087,300660,60,5011,1,0,monthly,north Bohemia,0.853,9317,-0.0006010084453394527,0.5800000000000001,0.097,44,10,24,0.36363636363636365,513.9242424242424,-48900.0,44519.0,17285.908796465144,-9800.0,45854.89090909091,800.0,135175.2,30520.960807281426,33918.9,0,6,6.6
142,6103,149340,60,2489,1,0,weekly,east Bohemia,0.53,8254,0.0015055962729390376,0.9699999999999998,0.097,31,11,23,0.4107142857142857,420.3267857142858,-13200.0,22404.0,8513.67877149347,92.4,29069.116071428572,500.0,53214.0,10432.344642413836,23568.3,0,9,5.090909090909091
143,6109,368880,60,6148,1,0,monthly,south Moravia,0.483,8512,-0.0011443829868395957,0.6100000000000003,0.102,21,20,58,0.31868131868131866,580.839010989011,-64500.0,49781.0,18793.020479054165,299.4,60030.743406593414,1100.0,151062.3,28681.80838333561,105727.0,0,17,9.1
144,6111,174744,24,7281,-1,1,monthly,west Bohemia,0.8,8991,0.0006117305449295695,0.6199999999999999,0.128,45,5,16,0.5,1816.9,-52600.0,47436.0,18855.75071096861,40175.0,37485.45625,1000.0,105628.0,28302.653142986743,58140.9,0,7,6.4
145,6112,174744,24,7281,-1,1,monthly,central Bohemia,0.514,9307,0.004434404283801874,0.5799999999999996,0.118,15,15,38,0.3220338983050847,58.73644067796611,-37500.0,46739.0,12614.128150397219,8300.0,26252.81440677966,-1369.2,96659.4,23430.521918399387,6930.8,1,0,7.866666666666666
146,6120,209184,48,4358,1,0,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,41,13,26,0.38235294117647056,650.8058823529414,-61800.0,54645.0,21705.699409477493,-14500.0,46230.339705882354,1000.0,110583.8,19403.334950613862,44254.7,0,10,5.230769230769231
147,6130,32640,48,680,1,0,monthly,east Bohemia,0.763,9425,-0.0011986110939488676,0.78,0.125,53,16,39,0.3644859813084112,175.70186915887848,-20700.0,11200.0,4414.736988447476,-4100.0,25906.40934579439,300.0,43206.0,7545.466318441954,18800.0,0,27,6.6875
148,6137,44628,12,3719,1,0,weekly,central Bohemia,0.413,8598,0.005155690732738636,0.48999999999999977,0.123,52,21,43,0.2945205479452055,550.9575342465755,-59000.0,71565.0,22910.533347878514,47710.0,49477.32123287671,900.0,112689.5,22661.883780456672,80439.7,0,21,6.9523809523809526
149,6144,44376,12,3698,1,0,monthly,south Bohemia,0.519,9045,0.0005782706306551466,0.4700000000000002,0.124,34,6,18,0.46153846153846156,1749.7820512820513,-54100.0,49412.0,21657.228439032977,-14463.0,53505.21538461538,800.0,124090.0,28278.24506461626,68241.5,0,18,6.5
150,6150,83016,12,6918,1,0,monthly,south Moravia,0.48,8720,-0.00048161823727725157,0.77,0.116,15,21,67,0.34183673469387754,343.90561224489795,-64400.0,48883.0,20004.60798525459,302.5,67891.93520408163,700.0,136436.6,25921.044106424713,93620.2,0,13,9.333333333333334
151,6151,225420,60,3757,1,1,monthly,south Moravia,0.5379999999999999,8814,-0.00044954494177120704,0.9800000000000004,0.107,46,10,22,0.43137254901960786,635.3627450980392,-14800.0,20727.0,7892.115364285061,-6800.0,31185.156862745098,200.0,53271.6,9614.3623318295,32403.4,0,8,5.1
152,6153,285600,60,4760,1,1,weekly,central Bohemia,0.514,9307,0.004434404283801874,0.5799999999999996,0.118,14,8,24,0.4897959183673469,575.3938775510203,-33600.0,42729.0,15706.11022393578,4200.0,49651.8918367347,1100.0,126077.1,26473.42182373544,28194.4,0,5,6.125
153,6157,98592,24,4108,1,1,after-transaction,central Bohemia,0.467,10124,0.005494982841753182,-0.020000000000000018,0.141,31,6,13,0.5,1687.380769230769,-24500.0,36975.0,15740.18703617004,-2700.0,54128.56538461538,900.0,78713.7,19656.29438137193,62671.9,0,15,4.333333333333333
154,6169,103680,60,1728,-1,0,monthly,east Bohemia,0.591,8388,0.00010426767597777013,0.5299999999999998,0.087,23,20,44,0.4036697247706422,277.31834862385324,-13920.0,14422.5,5844.976840957274,-6200.0,28250.109174311925,500.0,46520.1,9371.387579711678,30227.6,0,17,5.45
155,6175,290700,60,4845,-1,1,monthly,east Bohemia,0.619,8363,0.0016905015394354445,0.9700000000000002,0.108,36,13,42,0.42,115.74900000000004,-56400.0,49763.0,20815.30469658845,14400.0,59647.424000000006,-2825.2,129626.3,31590.330595889613,11574.8,1,2,7.6923076923076925
156,6178,232560,48,4845,1,1,after-transaction,north Moravia,1.0,10673,-0.0013431315033809862,0.6900000000000004,0.1,25,5,14,0.5185185185185185,1527.540740740741,-37300.0,39741.0,19095.755186795977,-11564.0,63188.63333333333,600.0,102665.9,26204.030675466118,41243.5,0,8,5.4
157,6185,31176,24,1299,1,0,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,27,5,12,0.5217391304347826,2202.0478260869563,-16900.0,29418.0,12849.710191244483,-1600.0,46304.15217391304,700.0,65769.6,15340.950971615734,50647.1,0,38,4.6
158,6190,123600,60,2060,1,0,monthly,north Moravia,0.899,10177,0.0008059231850084271,1.12,0.081,28,10,20,0.40816326530612246,316.4408163265305,-43300.0,47109.0,15765.43962695668,-14.6,39514.67755102041,300.0,105255.7,23277.873093332153,15505.6,0,7,4.9
159,6202,65184,12,5432,1,0,monthly,central Bohemia,0.41700000000000004,8980,-0.00014621437686091024,0.26,0.111,36,15,30,0.36585365853658536,829.2134146341464,-39900.0,48891.0,18176.255524503395,-7100.0,47426.55,900.0,102410.3,18172.768250468802,67995.4,0,12,5.466666666666667
160,6210,87216,48,1817,-1,0,monthly,south Bohemia,0.519,9045,0.0005782706306551466,0.4700000000000002,0.124,30,7,21,0.6363636363636364,657.3060606060606,-12600.0,16356.0,6304.685894086011,126.8,28362.248484848486,200.0,41410.0,8425.332672368242,21705.9,0,11,4.714285714285714
161,6216,141240,24,5885,1,0,monthly,east Bohemia,0.52,8187,0.00010720307185529534,0.6200000000000001,0.094,32,12,27,0.2647058823529412,449.7225490196078,-43500.0,52968.0,16080.692150131732,-4900.0,57219.57450980392,1000.0,107784.1,19476.293991224597,45871.6,0,7,8.5
162,6223,61056,48,1272,1,1,monthly,south Moravia,0.48,8720,-0.00048161823727725157,0.77,0.116,37,12,23,0.359375,523.8328125,-13500.0,24372.0,8838.6079033715,-14.6,36039.0515625,900.0,55816.0,9064.78033824496,33525.3,0,26,5.333333333333333
163,6227,28248,24,1177,1,1,monthly,east Bohemia,0.728,9538,-0.004114897281338418,0.30000000000000004,0.111,25,19,38,0.40425531914893614,358.82127659574473,-23400.0,30055.5,12577.335037621231,-14.6,45582.448936170214,400.0,69893.0,11726.617607165179,33729.1,0,28,4.947368421052632
164,6228,464520,60,7742,-1,1,weekly,north Moravia,0.535,8909,0.0008751556767309569,1.5499999999999998,0.113,52,9,31,0.45588235294117646,1284.8573529411765,-41000.0,47757.0,18515.433732174413,290.7,51760.01617647059,200.0,125943.1,27848.686707573845,101797.3,0,13,7.555555555555555
165,6229,11736,24,489,1,0,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,56,18,36,0.2706766917293233,202.89172932330825,-22500.0,33098.0,10292.575569812925,-2200.0,42224.43909774436,1100.0,70826.8,11703.03977104676,26984.4,0,55,7.388888888888889
166,6232,276660,36,7685,-1,0,monthly,south Moravia,0.46,8772,0.002439709481963003,0.29000000000000004,0.126,45,11,30,0.5172413793103449,341.0931034482759,-9800.0,11600.0,4661.409938004492,4987.0,19256.894827586206,500.0,32720.4,6029.338312664938,19783.2,0,2,5.2727272727272725
167,6244,270648,36,7518,-1,0,weekly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,57,10,36,0.5,708.286111111111,-52700.0,47433.0,20562.96641988107,-25800.0,60819.976388888885,200.0,134501.4,29717.34457286979,50996.5,0,6,7.2
168,6253,59760,24,2490,1,0,monthly,north Moravia,1.0,10673,-0.0013431315033809862,0.6900000000000004,0.1,35,11,22,0.4074074074074074,761.7259259259258,-21440.0,34557.0,12619.737173177173,-14.6,40204.46481481482,300.0,69643.1,12827.193914171468,41133.1,0,16,4.909090909090909
169,6272,398640,60,6644,1,1,weekly,north Moravia,1.0,10673,-0.0013431315033809862,0.6900000000000004,0.1,34,17,34,0.3953488372093023,689.7302325581396,-48100.0,59793.0,24531.737124012707,-30800.0,63383.57558139535,400.0,121689.5,21947.881092045613,59316.9,0,8,5.0588235294117645
170,6279,87360,24,3640,1,0,monthly,north Bohemia,0.598,8965,0.001968503937007874,1.1500000000000004,0.104,31,11,16,0.5333333333333333,968.6,-22800.0,49341.0,14770.064504820271,-14.6,36783.95,200.0,69174.6,13552.449489852383,29057.9,0,7,2.727272727272727
171,6283,85632,48,1784,1,1,monthly,south Moravia,0.747,9624,-0.0011111167484360652,0.71,0.145,47,16,38,0.4470588235294118,1175.7517647058824,-60800.0,49917.0,23579.22481372821,-17300.0,65066.73529411765,800.0,156504.1,26945.910380677462,99938.7,0,56,5.3125
172,6294,79920,60,1332,1,0,monthly,west Bohemia,1.0,10787,0.0012907086577216645,0.44999999999999973,0.131,41,15,29,0.30526315789473685,329.17473684210523,-24300.0,36634.5,12738.082800263792,-5984.0,43846.97789473684,700.0,74199.5,11483.013284673825,31271.6,0,23,6.333333333333333
173,6296,270384,48,5633,1,0,monthly,central Bohemia,0.41700000000000004,8980,-0.00014621437686091024,0.26,0.111,34,15,32,0.367816091954023,664.771264367816,-30800.0,50696.0,18371.692077442156,33797.0,47654.244827586204,700.0,91294.4,18202.53979303858,57835.1,0,10,5.8
174,6297,17508,12,1459,1,0,monthly,central Bohemia,0.58,8754,0.0005933067581347919,0.47999999999999954,0.137,48,14,31,0.4305555555555556,667.0430555555556,-13300.0,17580.0,7200.266425798861,-720.0,39290.618055555555,900.0,54432.3,9324.209981583175,48027.0,0,32,5.142857142857143
175,6302,181020,60,3017,1,1,monthly,east Bohemia,0.59,9060,0.0007852574251155721,0.6599999999999999,0.124,30,18,37,0.3978494623655914,457.26881720430094,-19900.0,27150.0,10749.054975033838,18100.0,34005.9064516129,500.0,60475.3,9801.680644529757,45526.0,0,15,5.166666666666667
176,6303,72408,24,3017,-1,1,after-transaction,west Bohemia,0.5920000000000001,8930,0.0024165416171340595,0.6800000000000002,0.108,37,4,9,0.6923076923076923,2797.223076923077,-32700.0,49634.0,20971.946825150095,-14000.0,45099.26153846154,700.0,83619.5,19929.621714110985,36363.9,0,12,3.25
177,6306,36684,12,3057,1,1,monthly,north Moravia,0.899,10177,0.0008059231850084271,1.12,0.081,16,21,50,0.4,280.74559999999997,-24480.0,18552.0,7018.160422794658,-5700.0,30229.797599999998,700.0,50774.2,7937.353315967115,35093.0,0,11,5.9523809523809526
178,6309,110136,24,4589,1,1,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,38,18,29,0.4603174603174603,646.7714285714288,-60700.0,45640.0,18815.813955214242,-4891.0,50815.804761904765,400.0,140542.8,29147.98491700158,40746.5,0,8,3.5
179,6315,43164,12,3597,1,1,monthly,south Moravia,0.5379999999999999,8814,-0.00044954494177120704,0.9800000000000004,0.107,19,12,26,0.37681159420289856,454.3492753623188,-43700.0,57680.0,21714.197967456435,900.0,68377.06376811593,800.0,120071.4,22291.65403318662,31349.9,0,8,5.75
180,6316,76908,12,6409,-1,1,monthly,central Bohemia,0.674,9753,0.004323083799777174,0.41000000000000014,0.109,48,16,42,0.4117647058823529,145.9656862745098,-52200.0,47434.0,19010.291202198227,7000.0,52890.40392156863,1100.0,126002.8,23250.780434566495,14888.6,0,2,6.375
181,6336,212400,36,5900,1,1,weekly,north Bohemia,0.598,8965,0.001968503937007874,1.1500000000000004,0.104,27,12,31,0.43661971830985913,904.5239436619718,-42900.0,48828.0,18249.048697769467,-33500.0,51034.361971830986,300.0,133215.2,27309.501085647138,64221.1,0,10,5.916666666666667
182,6342,60156,36,1671,-1,0,monthly,south Bohemia,0.569,8427,0.00041519839030777913,0.41999999999999993,0.107,19,8,26,0.4642857142857143,1191.3017857142856,-53600.0,49767.0,23126.58779759381,-53600.0,72667.63571428572,400.0,159712.8,34206.987415175485,106112.8,0,63,7.0
183,6354,22968,36,638,1,1,monthly,south Bohemia,0.569,8427,0.00041519839030777913,0.41999999999999993,0.107,46,4,10,0.9090909090909091,3530.090909090909,-3600.0,8200.0,4586.05344592811,8155.0,23324.936363636363,1000.0,38831.0,11195.573958245528,38831.0,0,60,2.75
184,6356,95400,36,2650,1,0,weekly,central Bohemia,0.514,9307,0.004434404283801874,0.5799999999999996,0.118,22,9,22,0.46808510638297873,588.6595744680852,-33500.0,35760.0,16204.181715138946,-30.0,41562.323404255316,200.0,92354.8,23576.743344256894,27667.0,0,10,5.222222222222222
185,6358,137880,60,2298,-1,0,weekly,north Moravia,0.626,8994,-0.0020519896339144354,0.9900000000000002,0.11,31,16,38,0.42696629213483145,224.34719101123596,-20848.0,20684.0,8580.77908274293,-5100.0,24523.073033707864,200.0,52658.4,11727.066048624869,19966.8,0,8,5.5625
186,6362,37908,12,3159,1,1,monthly,south Moravia,0.40700000000000003,8544,0.0012835648783702158,0.5700000000000001,0.109,19,15,31,0.40789473684210525,606.7592105263158,-22479.0,28431.0,11087.586234682192,-12300.0,42164.027631578945,800.0,69530.4,12938.940496291016,46113.5,0,14,5.066666666666666
187,6403,194880,48,4060,1,0,monthly,north Moravia,1.0,10673,-0.0013431315033809862,0.6900000000000004,0.1,15,18,37,0.3274336283185841,274.3982300884956,-23532.0,36536.0,12633.435844494606,-14.6,36421.425663716815,300.0,71138.8,13195.884796079004,31007.0,0,7,6.277777777777778
188,6407,25944,24,1081,1,1,monthly,north Bohemia,0.856,9832,-0.008209018120522545,1.1600000000000006,0.114,34,8,19,0.5135135135135135,1875.6486486486488,-29900.0,36289.5,15950.623795423275,24193.0,56927.45405405405,600.0,80155.2,17426.036797826957,69398.9,0,64,4.625
