account_id;district_id;account_frequency;account_date;Day;Month;Year;account_frequency_after-transaction;account_frequency_monthly;account_frequency_weekly
7106;47;1;1993-06-16;16;6;1993;0;1;0
432;46;1;1993-06-16;16;6;1993;0;1;0
2880;71;1;1993-06-16;16;6;1993;0;1;0
5767;72;1;1993-06-16;16;6;1993;0;1;0
1998;1;1;1993-06-17;17;6;1993;0;1;0
2554;36;1;1993-06-18;18;6;1993;0;1;0
2933;10;1;1993-06-18;18;6;1993;0;1;0
773;15;1;1993-06-19;19;6;1993;0;1;0
4894;14;1;1993-06-20;20;6;1993;0;1;0
3969;39;1;1993-06-20;20;6;1993;0;1;0
1277;31;1;1993-06-20;20;6;1993;0;1;0
5120;1;1;1993-06-21;21;6;1993;0;1;0
738;34;1;1993-06-21;21;6;1993;0;1;0
1299;1;1;1993-06-21;21;6;1993;0;1;0
148;8;1;1993-06-21;21;6;1993;0;1;0
899;72;1;1993-06-21;21;6;1993;0;1;0
3521;75;1;1993-06-22;22;6;1993;0;1;0
3786;21;1;1993-06-22;22;6;1993;0;1;0
886;1;1;1993-06-23;23;6;1993;0;1;0
5228;77;0;1993-06-23;23;6;1993;1;0;0
702;12;1;1993-06-23;23;6;1993;0;1;0
300;1;1;1993-06-23;23;6;1993;0;1;0
1451;64;1;1993-06-24;24;6;1993;0;1;0
2940;54;1;1993-06-24;24;6;1993;0;1;0
1837;23;1;1993-06-24;24;6;1993;0;1;0
3954;22;1;1993-06-25;25;6;1993;0;1;0
885;1;1;1993-06-25;25;6;1993;0;1;0
2697;8;1;1993-06-26;26;6;1993;0;1;0
7106;45;1;1993-06-26;26;6;1993;0;1;0
1930;3;1;1993-06-27;27;6;1993;0;1;0
2411;69;1;1993-06-27;27;6;1993;0;1;0
3775;19;1;1993-06-27;27;6;1993;0;1;0
7106;1;1;1993-06-28;28;6;1993;0;1;0
902;74;1;1993-06-29;29;6;1993;0;1;0
630;71;1;1993-06-29;29;6;1993;0;1;0
3096;68;1;1993-06-29;29;6;1993;0;1;0
2552;52;1;1993-07-01;1;7;1993;0;1;0
3435;59;1;1993-07-01;1;7;1993;0;1;0
5215;55;1;1993-07-01;1;7;1993;0;1;0
36;1;1;1993-07-01;1;7;1993;0;1;0
2687;76;1;1993-07-01;1;7;1993;0;1;0
1861;54;1;1993-07-02;2;7;1993;0;1;0
2464;33;0;1993-07-02;2;7;1993;1;0;0
2736;72;1;1993-07-02;2;7;1993;0;1;0
1145;31;1;1993-07-03;3;7;1993;0;1;0
2298;31;1;1993-07-03;3;7;1993;0;1;0
929;54;1;1993-07-03;3;7;1993;0;1;0
381;68;1;1993-07-04;4;7;1993;0;1;0
3778;52;1;1993-07-04;4;7;1993;0;1;0
1118;48;1;1993-07-04;4;7;1993;0;1;0
4352;2;1;1993-07-05;5;7;1993;0;1;0
1322;17;1;1993-07-05;5;7;1993;0;1;0
1852;35;1;1993-07-05;5;7;1993;0;1;0
7106;11;1;1993-07-05;5;7;1993;0;1;0
2705;63;0;1993-07-05;5;7;1993;1;0;0
7106;1;2;1993-07-06;6;7;1993;0;0;1
368;77;1;1993-07-06;6;7;1993;0;1;0
1425;76;1;1993-07-06;6;7;1993;0;1;0
7106;44;2;1993-07-07;7;7;1993;0;0;1
3261;1;1;1993-07-07;7;7;1993;0;1;0
35;75;1;1993-07-07;7;7;1993;0;1;0
2186;63;1;1993-07-07;7;7;1993;0;1;0
1566;73;1;1993-07-07;7;7;1993;0;1;0
78;74;1;1993-07-07;7;7;1993;0;1;0
3939;70;1;1993-07-08;8;7;1993;0;1;0
2584;50;1;1993-07-08;8;7;1993;0;1;0
2336;39;1;1993-07-08;8;7;1993;0;1;0
2078;62;1;1993-07-08;8;7;1993;0;1;0
3882;10;1;1993-07-09;9;7;1993;0;1;0
4159;74;1;1993-07-09;9;7;1993;0;1;0
907;41;1;1993-07-09;9;7;1993;0;1;0
1411;54;1;1993-07-09;9;7;1993;0;1;0
1684;32;2;1993-07-10;10;7;1993;0;0;1
3748;1;1;1993-07-10;10;7;1993;0;1;0
2213;68;1;1993-07-11;11;7;1993;0;1;0
1062;6;1;1993-07-11;11;7;1993;0;1;0
273;24;0;1993-07-11;11;7;1993;1;0;0
7106;68;1;1993-07-11;11;7;1993;0;1;0
1416;66;2;1993-07-12;12;7;1993;0;0;1
3277;36;1;1993-07-12;12;7;1993;0;1;0
1892;28;1;1993-07-13;13;7;1993;0;1;0
3413;70;1;1993-07-13;13;7;1993;0;1;0
3654;47;1;1993-07-13;13;7;1993;0;1;0
3000;28;1;1993-07-14;14;7;1993;0;1;0
3955;64;1;1993-07-14;14;7;1993;0;1;0
1544;69;1;1993-07-14;14;7;1993;0;1;0
7106;68;1;1993-07-15;15;7;1993;0;1;0
234;73;1;1993-07-15;15;7;1993;0;1;0
3241;44;1;1993-07-16;16;7;1993;0;1;0
3465;1;1;1993-07-16;16;7;1993;0;1;0
3152;1;1;1993-07-16;16;7;1993;0;1;0
1497;1;1;1993-07-16;16;7;1993;0;1;0
3078;1;1;1993-07-16;16;7;1993;0;1;0
400;28;1;1993-07-17;17;7;1993;0;1;0
1902;50;2;1993-07-17;17;7;1993;0;0;1
757;50;1;1993-07-19;19;7;1993;0;1;0
1116;1;1;1993-07-20;20;7;1993;0;1;0
5700;42;1;1993-07-20;20;7;1993;0;1;0
3267;64;1;1993-07-21;21;7;1993;0;1;0
3222;4;1;1993-07-21;21;7;1993;0;1;0
408;41;1;1993-07-21;21;7;1993;0;1;0
2818;40;1;1993-07-21;21;7;1993;0;1;0
6273;38;1;1993-07-21;21;7;1993;0;1;0
2513;70;1;1993-07-22;22;7;1993;0;1;0
3493;63;1;1993-07-22;22;7;1993;0;1;0
1201;61;1;1993-07-23;23;7;1993;0;1;0
4478;70;1;1993-07-23;23;7;1993;0;1;0
2915;57;1;1993-07-23;23;7;1993;0;1;0
7106;20;1;1993-07-24;24;7;1993;0;1;0
2253;74;1;1993-07-24;24;7;1993;0;1;0
1069;70;1;1993-07-24;24;7;1993;0;1;0
207;2;1;1993-07-25;25;7;1993;0;1;0
3212;70;1;1993-07-25;25;7;1993;0;1;0
4035;1;1;1993-07-25;25;7;1993;0;1;0
1268;74;1;1993-07-25;25;7;1993;0;1;0
3287;18;1;1993-07-26;26;7;1993;0;1;0
6226;74;2;1993-07-26;26;7;1993;0;0;1
2123;64;1;1993-07-26;26;7;1993;0;1;0
3982;26;1;1993-07-27;27;7;1993;0;1;0
2701;71;1;1993-07-27;27;7;1993;0;1;0
3629;48;1;1993-07-27;27;7;1993;0;1;0
2841;71;1;1993-07-27;27;7;1993;0;1;0
563;53;1;1993-07-27;27;7;1993;0;1;0
2732;5;1;1993-07-27;27;7;1993;0;1;0
1297;70;1;1993-07-27;27;7;1993;0;1;0
7106;39;1;1993-07-28;28;7;1993;0;1;0
2088;4;1;1993-07-28;28;7;1993;0;1;0
225;1;1;1993-07-28;28;7;1993;0;1;0
1630;72;1;1993-07-28;28;7;1993;0;1;0
403;1;1;1993-07-29;29;7;1993;0;1;0
445;63;2;1993-07-29;29;7;1993;0;0;1
186;1;2;1993-07-29;29;7;1993;0;0;1
3720;36;1;1993-07-30;30;7;1993;0;1;0
574;70;1;1993-07-30;30;7;1993;0;1;0
1429;57;1;1993-07-30;30;7;1993;0;1;0
3580;43;1;1993-08-01;1;8;1993;0;1;0
7106;38;1;1993-08-01;1;8;1993;0;1;0
759;23;1;1993-08-01;1;8;1993;0;1;0
6363;74;1;1993-08-01;1;8;1993;0;1;0
3738;51;1;1993-08-01;1;8;1993;0;1;0
4000;7;1;1993-08-02;2;8;1993;0;1;0
7106;1;1;1993-08-03;3;8;1993;0;1;0
2620;22;1;1993-08-03;3;8;1993;0;1;0
3609;28;1;1993-08-03;3;8;1993;0;1;0
1382;48;1;1993-08-03;3;8;1993;0;1;0
930;41;1;1993-08-03;3;8;1993;0;1;0
1925;12;1;1993-08-03;3;8;1993;0;1;0
1834;62;1;1993-08-03;3;8;1993;0;1;0
1507;35;1;1993-08-03;3;8;1993;0;1;0
7106;75;1;1993-08-04;4;8;1993;0;1;0
6636;72;2;1993-08-04;4;8;1993;0;0;1
601;29;1;1993-08-04;4;8;1993;0;1;0
3298;29;1;1993-08-04;4;8;1993;0;1;0
2938;1;1;1993-08-04;4;8;1993;0;1;0
2199;1;1;1993-08-04;4;8;1993;0;1;0
3745;5;1;1993-08-04;4;8;1993;0;1;0
3699;50;1;1993-08-05;5;8;1993;0;1;0
816;52;1;1993-08-05;5;8;1993;0;1;0
3656;53;1;1993-08-06;6;8;1993;0;1;0
2038;42;1;1993-08-06;6;8;1993;0;1;0
2542;21;1;1993-08-07;7;8;1993;0;1;0
1136;12;1;1993-08-07;7;8;1993;0;1;0
1589;37;1;1993-08-07;7;8;1993;0;1;0
3136;69;1;1993-08-07;7;8;1993;0;1;0
3547;54;1;1993-08-07;7;8;1993;0;1;0
26;52;1;1993-08-08;8;8;1993;0;1;0
657;47;1;1993-08-08;8;8;1993;0;1;0
3538;58;1;1993-08-08;8;8;1993;0;1;0
2167;16;1;1993-08-08;8;8;1993;0;1;0
3127;66;1;1993-08-08;8;8;1993;0;1;0
47;45;1;1993-08-08;8;8;1993;0;1;0
3850;8;1;1993-08-09;9;8;1993;0;1;0
5366;70;1;1993-08-09;9;8;1993;0;1;0
747;39;1;1993-08-09;9;8;1993;0;1;0
3166;71;1;1993-08-10;10;8;1993;0;1;0
7106;1;1;1993-08-10;10;8;1993;0;1;0
1701;1;1;1993-08-10;10;8;1993;0;1;0
3613;43;1;1993-08-10;10;8;1993;0;1;0
3600;27;1;1993-08-10;10;8;1993;0;1;0
3792;10;1;1993-08-11;11;8;1993;0;1;0
523;1;1;1993-08-11;11;8;1993;0;1;0
3808;38;1;1993-08-11;11;8;1993;0;1;0
1401;1;1;1993-08-12;12;8;1993;0;1;0
541;61;1;1993-08-12;12;8;1993;0;1;0
1023;21;1;1993-08-13;13;8;1993;0;1;0
3683;33;1;1993-08-13;13;8;1993;0;1;0
3220;29;1;1993-08-14;14;8;1993;0;1;0
1779;33;1;1993-08-15;15;8;1993;0;1;0
1912;64;1;1993-08-15;15;8;1993;0;1;0
238;6;1;1993-08-15;15;8;1993;0;1;0
3113;67;1;1993-08-16;16;8;1993;0;1;0
5481;52;1;1993-08-16;16;8;1993;0;1;0
3035;15;2;1993-08-16;16;8;1993;0;0;1
942;9;1;1993-08-16;16;8;1993;0;1;0
3221;5;1;1993-08-17;17;8;1993;0;1;0
2616;1;1;1993-08-17;17;8;1993;0;1;0
2137;4;0;1993-08-17;17;8;1993;1;0;0
978;73;1;1993-08-18;18;8;1993;0;1;0
2771;37;1;1993-08-18;18;8;1993;0;1;0
3891;1;1;1993-08-18;18;8;1993;0;1;0
7106;11;1;1993-08-18;18;8;1993;0;1;0
274;76;1;1993-08-20;20;8;1993;0;1;0
552;14;1;1993-08-20;20;8;1993;0;1;0
2417;44;1;1993-08-20;20;8;1993;0;1;0
3868;43;1;1993-08-21;21;8;1993;0;1;0
7106;12;1;1993-08-21;21;8;1993;0;1;0
1875;44;1;1993-08-21;21;8;1993;0;1;0
7106;52;0;1993-08-21;21;8;1993;1;0;0
3477;71;1;1993-08-22;22;8;1993;0;1;0
1513;30;1;1993-08-23;23;8;1993;0;1;0
3053;11;1;1993-08-23;23;8;1993;0;1;0
1057;13;1;1993-08-23;23;8;1993;0;1;0
6030;47;1;1993-08-24;24;8;1993;0;1;0
3407;28;1;1993-08-24;24;8;1993;0;1;0
1761;24;1;1993-08-24;24;8;1993;0;1;0
3306;75;1;1993-08-24;24;8;1993;0;1;0
162;60;1;1993-08-25;25;8;1993;0;1;0
5011;31;1;1993-08-25;25;8;1993;0;1;0
965;20;1;1993-08-25;25;8;1993;0;1;0
1305;57;1;1993-08-25;25;8;1993;0;1;0
815;56;1;1993-08-25;25;8;1993;0;1;0
1449;35;1;1993-08-26;26;8;1993;0;1;0
950;49;1;1993-08-26;26;8;1993;0;1;0
3361;45;1;1993-08-26;26;8;1993;0;1;0
3837;48;0;1993-08-26;26;8;1993;1;0;0
33;22;1;1993-08-26;26;8;1993;0;1;0
2894;17;1;1993-08-28;28;8;1993;0;1;0
2510;61;1;1993-08-28;28;8;1993;0;1;0
389;30;1;1993-08-28;28;8;1993;0;1;0
6051;56;1;1993-08-28;28;8;1993;0;1;0
730;4;1;1993-08-28;28;8;1993;0;1;0
1694;6;2;1993-08-29;29;8;1993;0;0;1
721;76;1;1993-08-29;29;8;1993;0;1;0
1106;20;2;1993-08-29;29;8;1993;0;0;1
3319;56;1;1993-08-29;29;8;1993;0;1;0
7106;1;1;1993-08-29;29;8;1993;0;1;0
172;13;1;1993-08-30;30;8;1993;0;1;0
3920;74;1;1993-09-01;1;9;1993;0;1;0
3011;64;1;1993-09-01;1;9;1993;0;1;0
1337;23;1;1993-09-01;1;9;1993;0;1;0
2592;69;1;1993-09-01;1;9;1993;0;1;0
146;4;1;1993-09-02;2;9;1993;0;1;0
2576;1;1;1993-09-02;2;9;1993;0;1;0
3195;40;1;1993-09-02;2;9;1993;0;1;0
7106;24;0;1993-09-03;3;9;1993;1;0;0
4463;67;1;1993-09-03;3;9;1993;0;1;0
2082;36;1;1993-09-03;3;9;1993;0;1;0
2020;13;1;1993-09-04;4;9;1993;0;1;0
160;23;1;1993-09-04;4;9;1993;0;1;0
7106;1;1;1993-09-05;5;9;1993;0;1;0
117;31;1;1993-09-05;5;9;1993;0;1;0
3509;2;1;1993-09-05;5;9;1993;0;1;0
151;76;1;1993-09-06;6;9;1993;0;1;0
1719;1;1;1993-09-06;6;9;1993;0;1;0
3456;32;1;1993-09-06;6;9;1993;0;1;0
2951;44;1;1993-09-06;6;9;1993;0;1;0
7106;49;1;1993-09-06;6;9;1993;0;1;0
1827;10;1;1993-09-06;6;9;1993;0;1;0
1689;55;1;1993-09-07;7;9;1993;0;1;0
1197;68;1;1993-09-07;7;9;1993;0;1;0
5952;50;1;1993-09-07;7;9;1993;0;1;0
6930;41;1;1993-09-08;8;9;1993;0;1;0
1107;42;1;1993-09-08;8;9;1993;0;1;0
7106;4;1;1993-09-08;8;9;1993;0;1;0
3575;7;1;1993-09-08;8;9;1993;0;1;0
2691;69;1;1993-09-08;8;9;1993;0;1;0
3323;13;1;1993-09-08;8;9;1993;0;1;0
2428;72;1;1993-09-08;8;9;1993;0;1;0
2649;2;1;1993-09-08;8;9;1993;0;1;0
2907;70;1;1993-09-09;9;9;1993;0;1;0
1091;16;1;1993-09-09;9;9;1993;0;1;0
1487;66;1;1993-09-10;10;9;1993;0;1;0
3157;77;1;1993-09-10;10;9;1993;0;1;0
4414;24;1;1993-09-10;10;9;1993;0;1;0
2302;24;1;1993-09-10;10;9;1993;0;1;0
1410;74;1;1993-09-11;11;9;1993;0;1;0
1146;67;1;1993-09-12;12;9;1993;0;1;0
7106;68;1;1993-09-12;12;9;1993;0;1;0
750;73;1;1993-09-12;12;9;1993;0;1;0
2150;37;1;1993-09-12;12;9;1993;0;1;0
7106;50;1;1993-09-13;13;9;1993;0;1;0
7106;30;1;1993-09-13;13;9;1993;0;1;0
861;22;1;1993-09-13;13;9;1993;0;1;0
7106;72;1;1993-09-13;13;9;1993;0;1;0
7106;1;1;1993-09-13;13;9;1993;0;1;0
1234;6;1;1993-09-13;13;9;1993;0;1;0
7106;74;0;1993-09-14;14;9;1993;1;0;0
1547;72;1;1993-09-14;14;9;1993;0;1;0
1079;74;1;1993-09-14;14;9;1993;0;1;0
3863;15;1;1993-09-14;14;9;1993;0;1;0
3480;58;1;1993-09-14;14;9;1993;0;1;0
2671;1;1;1993-09-15;15;9;1993;0;1;0
1705;70;1;1993-09-15;15;9;1993;0;1;0
3028;27;1;1993-09-15;15;9;1993;0;1;0
3310;25;1;1993-09-15;15;9;1993;0;1;0
6715;48;2;1993-09-15;15;9;1993;0;0;1
3255;1;1;1993-09-15;15;9;1993;0;1;0
3751;9;1;1993-09-15;15;9;1993;0;1;0
2987;18;1;1993-09-16;16;9;1993;0;1;0
857;77;1;1993-09-16;16;9;1993;0;1;0
3042;10;1;1993-09-16;16;9;1993;0;1;0
2695;16;1;1993-09-16;16;9;1993;0;1;0
2849;1;1;1993-09-16;16;9;1993;0;1;0
2802;1;1;1993-09-16;16;9;1993;0;1;0
34;67;2;1993-09-17;17;9;1993;0;0;1
7106;1;1;1993-09-17;17;9;1993;0;1;0
699;1;1;1993-09-17;17;9;1993;0;1;0
2282;29;2;1993-09-17;17;9;1993;0;0;1
7106;19;1;1993-09-18;18;9;1993;0;1;0
837;46;1;1993-09-18;18;9;1993;0;1;0
7106;1;1;1993-09-18;18;9;1993;0;1;0
1602;33;1;1993-09-19;19;9;1993;0;1;0
2958;48;1;1993-09-19;19;9;1993;0;1;0
3408;62;1;1993-09-19;19;9;1993;0;1;0
153;77;1;1993-09-19;19;9;1993;0;1;0
3268;21;1;1993-09-20;20;9;1993;0;1;0
854;62;1;1993-09-21;21;9;1993;0;1;0
1831;1;1;1993-09-21;21;9;1993;0;1;0
39;36;1;1993-09-22;22;9;1993;0;1;0
1811;40;1;1993-09-22;22;9;1993;0;1;0
3822;8;1;1993-09-22;22;9;1993;0;1;0
1404;7;2;1993-09-22;22;9;1993;0;0;1
517;76;1;1993-09-22;22;9;1993;0;1;0
1440;55;1;1993-09-22;22;9;1993;0;1;0
3505;46;1;1993-09-23;23;9;1993;0;1;0
1804;20;2;1993-09-23;23;9;1993;0;0;1
2617;1;1;1993-09-24;24;9;1993;0;1;0
467;74;1;1993-09-24;24;9;1993;0;1;0
4437;40;1;1993-09-24;24;9;1993;0;1;0
1453;61;2;1993-09-25;25;9;1993;0;0;1
3977;7;1;1993-09-25;25;9;1993;0;1;0
7106;64;1;1993-09-25;25;9;1993;0;1;0
27;73;1;1993-09-26;26;9;1993;0;1;0
4511;33;1;1993-09-26;26;9;1993;0;1;0
1052;61;1;1993-09-27;27;9;1993;0;1;0
7106;62;0;1993-09-27;27;9;1993;1;0;0
3171;61;1;1993-09-28;28;9;1993;0;1;0
228;5;1;1993-09-28;28;9;1993;0;1;0
3618;29;1;1993-09-29;29;9;1993;0;1;0
1016;40;1;1993-09-29;29;9;1993;0;1;0
15;70;1;1993-10-02;2;10;1993;0;1;0
3237;20;1;1993-10-02;2;10;1993;0;1;0
1485;36;1;1993-10-03;3;10;1993;0;1;0
7106;23;1;1993-10-03;3;10;1993;0;1;0
2613;26;1;1993-10-03;3;10;1993;0;1;0
2201;8;1;1993-10-05;5;10;1993;0;1;0
1896;74;1;1993-10-05;5;10;1993;0;1;0
5387;1;1;1993-10-05;5;10;1993;0;1;0
3535;1;1;1993-10-05;5;10;1993;0;1;0
1120;1;1;1993-10-05;5;10;1993;0;1;0
235;41;1;1993-10-06;6;10;1993;0;1;0
3701;76;1;1993-10-06;6;10;1993;0;1;0
1516;67;1;1993-10-08;8;10;1993;0;1;0
4543;33;1;1993-10-08;8;10;1993;0;1;0
2427;70;2;1993-10-08;8;10;1993;0;0;1
1981;64;1;1993-10-08;8;10;1993;0;1;0
7106;74;1;1993-10-08;8;10;1993;0;1;0
678;17;1;1993-10-08;8;10;1993;0;1;0
4659;56;1;1993-10-08;8;10;1993;0;1;0
4059;34;1;1993-10-08;8;10;1993;0;1;0
4013;73;0;1993-10-08;8;10;1993;1;0;0
7011;75;1;1993-10-08;8;10;1993;0;1;0
2132;76;1;1993-10-08;8;10;1993;0;1;0
1816;44;1;1993-10-08;8;10;1993;0;1;0
2623;58;1;1993-10-09;9;10;1993;0;1;0
2793;47;1;1993-10-09;9;10;1993;0;1;0
2479;18;1;1993-10-09;9;10;1993;0;1;0
7106;75;1;1993-10-10;10;10;1993;0;1;0
7106;1;1;1993-10-10;10;10;1993;0;1;0
492;5;1;1993-10-10;10;10;1993;0;1;0
799;56;1;1993-10-10;10;10;1993;0;1;0
3972;51;1;1993-10-11;11;10;1993;0;1;0
1468;54;1;1993-10-11;11;10;1993;0;1;0
624;70;1;1993-10-11;11;10;1993;0;1;0
3483;40;1;1993-10-12;12;10;1993;0;1;0
4260;56;1;1993-10-14;14;10;1993;0;1;0
616;43;1;1993-10-14;14;10;1993;0;1;0
931;59;1;1993-10-15;15;10;1993;0;1;0
102;11;1;1993-10-16;16;10;1993;0;1;0
540;75;1;1993-10-16;16;10;1993;0;1;0
2660;1;2;1993-10-17;17;10;1993;0;0;1
4287;1;1;1993-10-17;17;10;1993;0;1;0
3551;6;1;1993-10-17;17;10;1993;0;1;0
2072;41;1;1993-10-17;17;10;1993;0;1;0
4119;77;1;1993-10-18;18;10;1993;0;1;0
1345;28;1;1993-10-19;19;10;1993;0;1;0
1565;36;1;1993-10-20;20;10;1993;0;1;0
2824;11;1;1993-10-20;20;10;1993;0;1;0
2052;61;1;1993-10-20;20;10;1993;0;1;0
1767;21;1;1993-10-20;20;10;1993;0;1;0
2140;75;1;1993-10-21;21;10;1993;0;1;0
1051;35;1;1993-10-21;21;10;1993;0;1;0
3927;56;1;1993-10-22;22;10;1993;0;1;0
2050;1;1;1993-10-22;22;10;1993;0;1;0
2276;31;1;1993-10-22;22;10;1993;0;1;0
126;5;1;1993-10-23;23;10;1993;0;1;0
2859;11;1;1993-10-23;23;10;1993;0;1;0
2667;23;1;1993-10-23;23;10;1993;0;1;0
1789;46;1;1993-10-23;23;10;1993;0;1;0
838;47;1;1993-10-23;23;10;1993;0;1;0
3264;70;1;1993-10-23;23;10;1993;0;1;0
198;70;1;1993-10-25;25;10;1993;0;1;0
2345;5;1;1993-10-25;25;10;1993;0;1;0
5256;72;0;1993-10-25;25;10;1993;1;0;0
40;64;1;1993-10-25;25;10;1993;0;1;0
419;13;1;1993-10-25;25;10;1993;0;1;0
3892;43;1;1993-10-25;25;10;1993;0;1;0
1217;69;1;1993-10-25;25;10;1993;0;1;0
397;11;1;1993-10-26;26;10;1993;0;1;0
3146;68;1;1993-10-26;26;10;1993;0;1;0
287;16;1;1993-10-27;27;10;1993;0;1;0
2180;45;1;1993-10-27;27;10;1993;0;1;0
354;59;1;1993-10-28;28;10;1993;0;1;0
259;2;1;1993-10-28;28;10;1993;0;1;0
1666;67;1;1993-10-30;30;10;1993;0;1;0
1495;36;1;1993-11-01;1;11;1993;0;1;0
2582;28;1;1993-11-01;1;11;1993;0;1;0
4470;16;1;1993-11-01;1;11;1993;0;1;0
1381;57;1;1993-11-01;1;11;1993;0;1;0
2435;38;1;1993-11-01;1;11;1993;0;1;0
542;1;1;1993-11-01;1;11;1993;0;1;0
1123;13;1;1993-11-01;1;11;1993;0;1;0
3225;1;1;1993-11-01;1;11;1993;0;1;0
1133;1;1;1993-11-01;1;11;1993;0;1;0
3086;1;1;1993-11-02;2;11;1993;0;1;0
2250;35;1;1993-11-02;2;11;1993;0;1;0
340;1;1;1993-11-03;3;11;1993;0;1;0
4079;52;1;1993-11-03;3;11;1993;0;1;0
841;1;1;1993-11-04;4;11;1993;0;1;0
2269;6;1;1993-11-04;4;11;1993;0;1;0
2867;30;1;1993-11-04;4;11;1993;0;1;0
3371;68;1;1993-11-04;4;11;1993;0;1;0
520;60;1;1993-11-04;4;11;1993;0;1;0
743;10;1;1993-11-05;5;11;1993;0;1;0
3640;10;1;1993-11-05;5;11;1993;0;1;0
3354;63;1;1993-11-05;5;11;1993;0;1;0
107;64;1;1993-11-05;5;11;1993;0;1;0
243;55;2;1993-11-06;6;11;1993;0;0;1
3687;71;1;1993-11-06;6;11;1993;0;1;0
1984;73;1;1993-11-07;7;11;1993;0;1;0
4173;1;1;1993-11-08;8;11;1993;0;1;0
2700;74;1;1993-11-08;8;11;1993;0;1;0
2318;73;1;1993-11-08;8;11;1993;0;1;0
7106;55;1;1993-11-08;8;11;1993;0;1;0
3352;42;1;1993-11-08;8;11;1993;0;1;0
4255;70;2;1993-11-08;8;11;1993;0;0;1
73;72;1;1993-11-08;8;11;1993;0;1;0
3948;1;1;1993-11-09;9;11;1993;0;1;0
648;13;1;1993-11-09;9;11;1993;0;1;0
3688;70;1;1993-11-10;10;11;1993;0;1;0
462;29;1;1993-11-10;10;11;1993;0;1;0
3243;1;1;1993-11-10;10;11;1993;0;1;0
7106;64;1;1993-11-10;10;11;1993;0;1;0
321;47;1;1993-11-11;11;11;1993;0;1;0
3548;23;1;1993-11-11;11;11;1993;0;1;0
5984;11;1;1993-11-11;11;11;1993;0;1;0
3091;3;1;1993-11-11;11;11;1993;0;1;0
626;72;1;1993-11-11;11;11;1993;0;1;0
998;47;1;1993-11-11;11;11;1993;0;1;0
3326;5;1;1993-11-11;11;11;1993;0;1;0
2457;76;1;1993-11-11;11;11;1993;0;1;0
2549;74;1;1993-11-12;12;11;1993;0;1;0
1947;35;1;1993-11-12;12;11;1993;0;1;0
2738;41;1;1993-11-12;12;11;1993;0;1;0
1809;1;2;1993-11-12;12;11;1993;0;0;1
519;24;1;1993-11-12;12;11;1993;0;1;0
2665;61;1;1993-11-13;13;11;1993;0;1;0
1114;6;2;1993-11-13;13;11;1993;0;0;1
7106;1;1;1993-11-13;13;11;1993;0;1;0
2271;68;1;1993-11-13;13;11;1993;0;1;0
196;4;1;1993-11-14;14;11;1993;0;1;0
3218;41;1;1993-11-14;14;11;1993;0;1;0
3660;74;1;1993-11-14;14;11;1993;0;1;0
787;10;1;1993-11-14;14;11;1993;0;1;0
3820;1;1;1993-11-14;14;11;1993;0;1;0
7106;76;1;1993-11-14;14;11;1993;0;1;0
914;73;1;1993-11-14;14;11;1993;0;1;0
7106;61;1;1993-11-14;14;11;1993;0;1;0
1941;60;1;1993-11-15;15;11;1993;0;1;0
3617;22;1;1993-11-15;15;11;1993;0;1;0
3370;49;1;1993-11-15;15;11;1993;0;1;0
1664;56;1;1993-11-15;15;11;1993;0;1;0
4337;29;1;1993-11-16;16;11;1993;0;1;0
2557;40;1;1993-11-17;17;11;1993;0;1;0
1527;31;0;1993-11-17;17;11;1993;1;0;0
3938;57;1;1993-11-17;17;11;1993;0;1;0
1686;11;1;1993-11-18;18;11;1993;0;1;0
7106;60;1;1993-11-18;18;11;1993;0;1;0
3309;66;1;1993-11-20;20;11;1993;0;1;0
3107;5;1;1993-11-20;20;11;1993;0;1;0
7106;29;1;1993-11-20;20;11;1993;0;1;0
345;5;1;1993-11-20;20;11;1993;0;1;0
498;1;1;1993-11-21;21;11;1993;0;1;0
3571;39;1;1993-11-21;21;11;1993;0;1;0
5991;1;1;1993-11-21;21;11;1993;0;1;0
1128;74;1;1993-11-21;21;11;1993;0;1;0
7106;66;1;1993-11-21;21;11;1993;0;1;0
1302;55;1;1993-11-21;21;11;1993;0;1;0
7106;67;2;1993-11-22;22;11;1993;0;0;1
4343;31;1;1993-11-22;22;11;1993;0;1;0
2460;1;1;1993-11-22;22;11;1993;0;1;0
1931;20;1;1993-11-23;23;11;1993;0;1;0
2972;12;1;1993-11-23;23;11;1993;0;1;0
1286;66;0;1993-11-23;23;11;1993;1;0;0
1235;76;1;1993-11-23;23;11;1993;0;1;0
4385;23;1;1993-11-23;23;11;1993;0;1;0
7106;1;1;1993-11-24;24;11;1993;0;1;0
545;54;1;1993-11-24;24;11;1993;0;1;0
245;65;1;1993-11-25;25;11;1993;0;1;0
688;74;1;1993-11-25;25;11;1993;0;1;0
173;66;1;1993-11-26;26;11;1993;0;1;0
7106;48;1;1993-11-26;26;11;1993;0;1;0
7106;1;1;1993-11-26;26;11;1993;0;1;0
6353;26;1;1993-11-26;26;11;1993;0;1;0
604;12;1;1993-11-26;26;11;1993;0;1;0
6806;1;1;1993-11-26;26;11;1993;0;1;0
5927;15;1;1993-11-26;26;11;1993;0;1;0
2419;24;1;1993-11-27;27;11;1993;0;1;0
1288;11;1;1993-11-27;27;11;1993;0;1;0
3003;18;1;1993-11-27;27;11;1993;0;1;0
