account_id;account_district_number;account_frequency;account_date;account_age_days;account_year
3220;29;1;1993-08-14;10696;1993
1779;33;1;1993-08-15;10695;1993
1912;64;1;1993-08-15;10695;1993
238;6;1;1993-08-15;10695;1993
3113;67;1;1993-08-16;10694;1993
5481;52;1;1993-08-16;10694;1993
3035;15;2;1993-08-16;10694;1993
942;9;1;1993-08-16;10694;1993
3221;5;1;1993-08-17;10693;1993
2616;1;1;1993-08-17;10693;1993
2137;4;0;1993-08-17;10693;1993
978;73;1;1993-08-18;10692;1993
2771;37;1;1993-08-18;10692;1993
3891;1;1;1993-08-18;10692;1993
9236;11;1;1993-08-18;10692;1993
274;76;1;1993-08-20;10690;1993
552;14;1;1993-08-20;10690;1993
2417;44;1;1993-08-20;10690;1993
3868;43;1;1993-08-21;10689;1993
9869;12;1;1993-08-21;10689;1993
1875;44;1;1993-08-21;10689;1993
8212;52;0;1993-08-21;10689;1993
3477;71;1;1993-08-22;10688;1993
1513;30;1;1993-08-23;10687;1993
3053;11;1;1993-08-23;10687;1993
1057;13;1;1993-08-23;10687;1993
6030;47;1;1993-08-24;10686;1993
3407;28;1;1993-08-24;10686;1993
1761;24;1;1993-08-24;10686;1993
3306;75;1;1993-08-24;10686;1993
162;60;1;1993-08-25;10685;1993
5011;31;1;1993-08-25;10685;1993
965;20;1;1993-08-25;10685;1993
1305;57;1;1993-08-25;10685;1993
815;56;1;1993-08-25;10685;1993
1449;35;1;1993-08-26;10684;1993
950;49;1;1993-08-26;10684;1993
3361;45;1;1993-08-26;10684;1993
3837;48;0;1993-08-26;10684;1993
33;22;1;1993-08-26;10684;1993
2894;17;1;1993-08-28;10682;1993
2510;61;1;1993-08-28;10682;1993
389;30;1;1993-08-28;10682;1993
6051;56;1;1993-08-28;10682;1993
730;4;1;1993-08-28;10682;1993
1694;6;2;1993-08-29;10681;1993
721;76;1;1993-08-29;10681;1993
1106;20;2;1993-08-29;10681;1993
3319;56;1;1993-08-29;10681;1993
10451;1;1;1993-08-29;10681;1993
172;13;1;1993-08-30;10680;1993
3920;74;1;1993-09-01;10678;1993
3011;64;1;1993-09-01;10678;1993
1337;23;1;1993-09-01;10678;1993
2592;69;1;1993-09-01;10678;1993
146;4;1;1993-09-02;10677;1993
2576;1;1;1993-09-02;10677;1993
3195;40;1;1993-09-02;10677;1993
8073;24;0;1993-09-03;10676;1993
4463;67;1;1993-09-03;10676;1993
2082;36;1;1993-09-03;10676;1993
2020;13;1;1993-09-04;10675;1993
160;23;1;1993-09-04;10675;1993
7607;1;1;1993-09-05;10674;1993
117;31;1;1993-09-05;10674;1993
3509;2;1;1993-09-05;10674;1993
151;76;1;1993-09-06;10673;1993
1719;1;1;1993-09-06;10673;1993
3456;32;1;1993-09-06;10673;1993
2951;44;1;1993-09-06;10673;1993
7190;49;1;1993-09-06;10673;1993
1827;10;1;1993-09-06;10673;1993
1689;55;1;1993-09-07;10672;1993
1197;68;1;1993-09-07;10672;1993
5952;50;1;1993-09-07;10672;1993
6930;41;1;1993-09-08;10671;1993
1107;42;1;1993-09-08;10671;1993
8475;4;1;1993-09-08;10671;1993
3575;7;1;1993-09-08;10671;1993
2691;69;1;1993-09-08;10671;1993
3323;13;1;1993-09-08;10671;1993
2428;72;1;1993-09-08;10671;1993
2649;2;1;1993-09-08;10671;1993
2907;70;1;1993-09-09;10670;1993
1091;16;1;1993-09-09;10670;1993
1487;66;1;1993-09-10;10669;1993
3157;77;1;1993-09-10;10669;1993
4414;24;1;1993-09-10;10669;1993
2302;24;1;1993-09-10;10669;1993
1410;74;1;1993-09-11;10668;1993
1146;67;1;1993-09-12;10667;1993
8564;68;1;1993-09-12;10667;1993
750;73;1;1993-09-12;10667;1993
2150;37;1;1993-09-12;10667;1993
10940;50;1;1993-09-13;10666;1993
9337;30;1;1993-09-13;10666;1993
861;22;1;1993-09-13;10666;1993
10440;72;1;1993-09-13;10666;1993
10036;1;1;1993-09-13;10666;1993
1234;6;1;1993-09-13;10666;1993
7774;74;0;1993-09-14;10665;1993
1547;72;1;1993-09-14;10665;1993
1079;74;1;1993-09-14;10665;1993
3863;15;1;1993-09-14;10665;1993
3480;58;1;1993-09-14;10665;1993
2671;1;1;1993-09-15;10664;1993
1705;70;1;1993-09-15;10664;1993
3028;27;1;1993-09-15;10664;1993
3310;25;1;1993-09-15;10664;1993
6715;48;2;1993-09-15;10664;1993
3255;1;1;1993-09-15;10664;1993
3751;9;1;1993-09-15;10664;1993
2987;18;1;1993-09-16;10663;1993
857;77;1;1993-09-16;10663;1993
3042;10;1;1993-09-16;10663;1993
2695;16;1;1993-09-16;10663;1993
2849;1;1;1993-09-16;10663;1993
2802;1;1;1993-09-16;10663;1993
34;67;2;1993-09-17;10662;1993
7133;1;1;1993-09-17;10662;1993
699;1;1;1993-09-17;10662;1993
2282;29;2;1993-09-17;10662;1993
8489;19;1;1993-09-18;10661;1993
837;46;1;1993-09-18;10661;1993
8759;1;1;1993-09-18;10661;1993
1602;33;1;1993-09-19;10660;1993
2958;48;1;1993-09-19;10660;1993
3408;62;1;1993-09-19;10660;1993
153;77;1;1993-09-19;10660;1993
3268;21;1;1993-09-20;10659;1993
854;62;1;1993-09-21;10658;1993
1831;1;1;1993-09-21;10658;1993
39;36;1;1993-09-22;10657;1993
1811;40;1;1993-09-22;10657;1993
3822;8;1;1993-09-22;10657;1993
1404;7;2;1993-09-22;10657;1993
517;76;1;1993-09-22;10657;1993
1440;55;1;1993-09-22;10657;1993
3505;46;1;1993-09-23;10656;1993
1804;20;2;1993-09-23;10656;1993
2617;1;1;1993-09-24;10655;1993
467;74;1;1993-09-24;10655;1993
4437;40;1;1993-09-24;10655;1993
1453;61;2;1993-09-25;10654;1993
3977;7;1;1993-09-25;10654;1993
8982;64;1;1993-09-25;10654;1993
27;73;1;1993-09-26;10653;1993
4511;33;1;1993-09-26;10653;1993
1052;61;1;1993-09-27;10652;1993
10227;62;0;1993-09-27;10652;1993
3171;61;1;1993-09-28;10651;1993
228;5;1;1993-09-28;10651;1993
3618;29;1;1993-09-29;10650;1993
1016;40;1;1993-09-29;10650;1993
15;70;1;1993-10-02;10647;1993
3237;20;1;1993-10-02;10647;1993
1485;36;1;1993-10-03;10646;1993
7769;23;1;1993-10-03;10646;1993
2613;26;1;1993-10-03;10646;1993
2201;8;1;1993-10-05;10644;1993
1896;74;1;1993-10-05;10644;1993
5387;1;1;1993-10-05;10644;1993
3535;1;1;1993-10-05;10644;1993
1120;1;1;1993-10-05;10644;1993
235;41;1;1993-10-06;10643;1993
3701;76;1;1993-10-06;10643;1993
1516;67;1;1993-10-08;10641;1993
4543;33;1;1993-10-08;10641;1993
2427;70;2;1993-10-08;10641;1993
1981;64;1;1993-10-08;10641;1993
8566;74;1;1993-10-08;10641;1993
678;17;1;1993-10-08;10641;1993
4659;56;1;1993-10-08;10641;1993
4059;34;1;1993-10-08;10641;1993
4013;73;0;1993-10-08;10641;1993
7011;75;1;1993-10-08;10641;1993
2132;76;1;1993-10-08;10641;1993
1816;44;1;1993-10-08;10641;1993
2623;58;1;1993-10-09;10640;1993
2793;47;1;1993-10-09;10640;1993
2479;18;1;1993-10-09;10640;1993
11135;75;1;1993-10-10;10639;1993
8041;1;1;1993-10-10;10639;1993
492;5;1;1993-10-10;10639;1993
799;56;1;1993-10-10;10639;1993
3972;51;1;1993-10-11;10638;1993
1468;54;1;1993-10-11;10638;1993
624;70;1;1993-10-11;10638;1993
3483;40;1;1993-10-12;10637;1993
4260;56;1;1993-10-14;10635;1993
616;43;1;1993-10-14;10635;1993
931;59;1;1993-10-15;10634;1993
102;11;1;1993-10-16;10633;1993
540;75;1;1993-10-16;10633;1993
2660;1;2;1993-10-17;10632;1993
4287;1;1;1993-10-17;10632;1993
3551;6;1;1993-10-17;10632;1993
2072;41;1;1993-10-17;10632;1993
4119;77;1;1993-10-18;10631;1993
1345;28;1;1993-10-19;10630;1993
1565;36;1;1993-10-20;10629;1993
2824;11;1;1993-10-20;10629;1993
2052;61;1;1993-10-20;10629;1993
1767;21;1;1993-10-20;10629;1993
2140;75;1;1993-10-21;10628;1993
1051;35;1;1993-10-21;10628;1993
3927;56;1;1993-10-22;10627;1993
2050;1;1;1993-10-22;10627;1993
2276;31;1;1993-10-22;10627;1993
126;5;1;1993-10-23;10626;1993
2859;11;1;1993-10-23;10626;1993
2667;23;1;1993-10-23;10626;1993
1789;46;1;1993-10-23;10626;1993
838;47;1;1993-10-23;10626;1993
3264;70;1;1993-10-23;10626;1993
198;70;1;1993-10-25;10624;1993
2345;5;1;1993-10-25;10624;1993
5256;72;0;1993-10-25;10624;1993
40;64;1;1993-10-25;10624;1993
419;13;1;1993-10-25;10624;1993
3892;43;1;1993-10-25;10624;1993
1217;69;1;1993-10-25;10624;1993
397;11;1;1993-10-26;10623;1993
3146;68;1;1993-10-26;10623;1993
287;16;1;1993-10-27;10622;1993
2180;45;1;1993-10-27;10622;1993
354;59;1;1993-10-28;10621;1993
259;2;1;1993-10-28;10621;1993
1666;67;1;1993-10-30;10619;1993
1495;36;1;1993-11-01;10617;1993
2582;28;1;1993-11-01;10617;1993
4470;16;1;1993-11-01;10617;1993
1381;57;1;1993-11-01;10617;1993
2435;38;1;1993-11-01;10617;1993
542;1;1;1993-11-01;10617;1993
1123;13;1;1993-11-01;10617;1993
3225;1;1;1993-11-01;10617;1993
1133;1;1;1993-11-01;10617;1993
3086;1;1;1993-11-02;10616;1993
2250;35;1;1993-11-02;10616;1993
340;1;1;1993-11-03;10615;1993
4079;52;1;1993-11-03;10615;1993
841;1;1;1993-11-04;10614;1993
2269;6;1;1993-11-04;10614;1993
2867;30;1;1993-11-04;10614;1993
3371;68;1;1993-11-04;10614;1993
520;60;1;1993-11-04;10614;1993
743;10;1;1993-11-05;10613;1993
3640;10;1;1993-11-05;10613;1993
3354;63;1;1993-11-05;10613;1993
107;64;1;1993-11-05;10613;1993
243;55;2;1993-11-06;10612;1993
3687;71;1;1993-11-06;10612;1993
1984;73;1;1993-11-07;10611;1993
4173;1;1;1993-11-08;10610;1993
2700;74;1;1993-11-08;10610;1993
2318;73;1;1993-11-08;10610;1993
7965;55;1;1993-11-08;10610;1993
3352;42;1;1993-11-08;10610;1993
4255;70;2;1993-11-08;10610;1993
73;72;1;1993-11-08;10610;1993
3948;1;1;1993-11-09;10609;1993
648;13;1;1993-11-09;10609;1993
3688;70;1;1993-11-10;10608;1993
462;29;1;1993-11-10;10608;1993
3243;1;1;1993-11-10;10608;1993
8625;64;1;1993-11-10;10608;1993
321;47;1;1993-11-11;10607;1993
3548;23;1;1993-11-11;10607;1993
5984;11;1;1993-11-11;10607;1993
3091;3;1;1993-11-11;10607;1993
626;72;1;1993-11-11;10607;1993
998;47;1;1993-11-11;10607;1993
3326;5;1;1993-11-11;10607;1993
2457;76;1;1993-11-11;10607;1993
2549;74;1;1993-11-12;10606;1993
1947;35;1;1993-11-12;10606;1993
2738;41;1;1993-11-12;10606;1993
1809;1;2;1993-11-12;10606;1993
519;24;1;1993-11-12;10606;1993
2665;61;1;1993-11-13;10605;1993
1114;6;2;1993-11-13;10605;1993
8957;1;1;1993-11-13;10605;1993
2271;68;1;1993-11-13;10605;1993
196;4;1;1993-11-14;10604;1993
3218;41;1;1993-11-14;10604;1993
3660;74;1;1993-11-14;10604;1993
787;10;1;1993-11-14;10604;1993
3820;1;1;1993-11-14;10604;1993
10906;76;1;1993-11-14;10604;1993
914;73;1;1993-11-14;10604;1993
9656;61;1;1993-11-14;10604;1993
1941;60;1;1993-11-15;10603;1993
3617;22;1;1993-11-15;10603;1993
3370;49;1;1993-11-15;10603;1993
1664;56;1;1993-11-15;10603;1993
4337;29;1;1993-11-16;10602;1993
2557;40;1;1993-11-17;10601;1993
1527;31;0;1993-11-17;10601;1993
3938;57;1;1993-11-17;10601;1993
1686;11;1;1993-11-18;10600;1993
10670;60;1;1993-11-18;10600;1993
3309;66;1;1993-11-20;10598;1993
3107;5;1;1993-11-20;10598;1993
8377;29;1;1993-11-20;10598;1993
345;5;1;1993-11-20;10598;1993
498;1;1;1993-11-21;10597;1993
3571;39;1;1993-11-21;10597;1993
5991;1;1;1993-11-21;10597;1993
1128;74;1;1993-11-21;10597;1993
10439;66;1;1993-11-21;10597;1993
1302;55;1;1993-11-21;10597;1993
10788;67;2;1993-11-22;10596;1993
4343;31;1;1993-11-22;10596;1993
2460;1;1;1993-11-22;10596;1993
1931;20;1;1993-11-23;10595;1993
2972;12;1;1993-11-23;10595;1993
1286;66;0;1993-11-23;10595;1993
1235;76;1;1993-11-23;10595;1993
4385;23;1;1993-11-23;10595;1993
7449;1;1;1993-11-24;10594;1993
545;54;1;1993-11-24;10594;1993
245;65;1;1993-11-25;10593;1993
688;74;1;1993-11-25;10593;1993
173;66;1;1993-11-26;10592;1993
10904;48;1;1993-11-26;10592;1993
7844;1;1;1993-11-26;10592;1993
6353;26;1;1993-11-26;10592;1993
604;12;1;1993-11-26;10592;1993
6806;1;1;1993-11-26;10592;1993
5927;15;1;1993-11-26;10592;1993
2419;24;1;1993-11-27;10591;1993
1288;11;1;1993-11-27;10591;1993
3003;18;1;1993-11-27;10591;1993
10131;1;1;1993-11-27;10591;1993
1952;70;1;1993-11-28;10590;1993
651;72;1;1993-11-28;10590;1993
2989;4;1;1993-11-28;10590;1993
1499;47;1;1993-11-28;10590;1993
426;1;1;1993-11-29;10589;1993
3570;44;1;1993-11-29;10589;1993
4237;18;1;1993-11-29;10589;1993
2739;59;1;1993-11-29;10589;1993
4526;63;1;1993-11-29;10589;1993
1621;75;1;1993-12-01;10587;1993
344;54;1;1993-12-01;10587;1993
1359;8;1;1993-12-02;10586;1993
290;56;1;1993-12-02;10586;1993
66;48;0;1993-12-03;10585;1993
1314;48;1;1993-12-03;10585;1993
3145;4;1;1993-12-03;10585;1993
1204;29;1;1993-12-03;10585;1993
437;43;1;1993-12-03;10585;1993
2063;1;1;1993-12-04;10584;1993
3087;15;1;1993-12-04;10584;1993
2588;5;1;1993-12-04;10584;1993
956;74;1;1993-12-05;10583;1993
597;41;1;1993-12-05;10583;1993
3129;5;1;1993-12-05;10583;1993
884;2;1;1993-12-07;10581;1993
4264;28;1;1993-12-07;10581;1993
3223;1;1;1993-12-07;10581;1993
737;34;1;1993-12-08;10580;1993
2306;38;1;1993-12-08;10580;1993
1673;53;1;1993-12-08;10580;1993
10663;11;1;1993-12-08;10580;1993
3345;22;1;1993-12-08;10580;1993
1970;8;1;1993-12-08;10580;1993
2504;16;1;1993-12-09;10579;1993
358;12;1;1993-12-09;10579;1993
2980;66;1;1993-12-09;10579;1993
3918;53;1;1993-12-09;10579;1993
1680;59;1;1993-12-10;10578;1993
3039;1;1;1993-12-10;10578;1993
3380;64;1;1993-12-10;10578;1993
2128;22;1;1993-12-10;10578;1993
903;47;1;1993-12-10;10578;1993
1762;28;1;1993-12-11;10577;1993
61;70;1;1993-12-11;10577;1993
391;36;1;1993-12-11;10577;1993
2305;1;1;1993-12-11;10577;1993
1588;67;1;1993-12-11;10577;1993
183;43;1;1993-12-12;10576;1993
365;74;1;1993-12-12;10576;1993
2476;32;1;1993-12-12;10576;1993
347;65;1;1993-12-13;10575;1993
1877;76;1;1993-12-13;10575;1993
3196;1;1;1993-12-13;10575;1993
2928;55;1;1993-12-14;10574;1993
1225;4;1;1993-12-14;10574;1993
3825;7;1;1993-12-14;10574;1993
180;55;2;1993-12-14;10574;1993
2813;24;1;1993-12-15;10573;1993
1605;72;1;1993-12-16;10572;1993
1792;7;1;1993-12-16;10572;1993
1604;54;1;1993-12-16;10572;1993
883;1;1;1993-12-17;10571;1993
441;27;2;1993-12-17;10571;1993
3429;73;1;1993-12-17;10571;1993
4514;69;1;1993-12-18;10570;1993
1088;32;1;1993-12-19;10569;1993
3094;56;1;1993-12-20;10568;1993
1768;15;1;1993-12-20;10568;1993
2768;73;1;1993-12-20;10568;1993
2257;57;1;1993-12-21;10567;1993
1882;1;1;1993-12-21;10567;1993
719;30;1;1993-12-21;10567;1993
5092;74;1;1993-12-21;10567;1993
3292;1;1;1993-12-21;10567;1993
3604;75;1;1993-12-22;10566;1993
2733;76;1;1993-12-22;10566;1993
3669;76;1;1993-12-22;10566;1993
1940;52;1;1993-12-22;10566;1993
3056;55;1;1993-12-22;10566;1993
1419;33;1;1993-12-22;10566;1993
2971;76;2;1993-12-23;10565;1993
1959;62;1;1993-12-24;10564;1993
3164;33;1;1993-12-24;10564;1993
3197;1;1;1993-12-25;10563;1993
2770;42;1;1993-12-25;10563;1993
7944;59;1;1993-12-27;10561;1993
1080;55;1;1993-12-27;10561;1993
6148;74;1;1993-12-27;10561;1993
2010;1;1;1993-12-27;10561;1993
3135;72;1;1993-12-27;10561;1993
1098;47;1;1993-12-28;10560;1993
100;41;1;1993-12-28;10560;1993
2913;8;1;1993-12-28;10560;1993
1153;35;1;1993-12-29;10559;1993
1635;19;1;1993-12-29;10559;1993
2842;14;1;1993-12-29;10559;1993
3759;1;1;1993-12-29;10559;1993
3594;29;1;1993-12-30;10558;1993
2778;38;1;1993-12-30;10558;1993
2161;15;2;1993-12-30;10558;1993
2789;14;1;1994-01-01;10556;1994
1552;18;1;1994-01-02;10555;1994
628;72;1;1994-01-03;10554;1994
1458;29;1;1994-01-03;10554;1994
2673;34;1;1994-01-04;10553;1994
1788;1;1;1994-01-04;10553;1994
1193;29;1;1994-01-05;10552;1994
969;19;1;1994-01-08;10549;1994
1512;1;1;1994-01-08;10549;1994
3997;62;1;1994-01-13;10544;1994
2179;1;2;1994-01-14;10543;1994
1164;35;1;1994-01-14;10543;1994
4774;66;1;1994-01-14;10543;1994
4413;74;2;1994-01-15;10542;1994
1824;52;1;1994-01-17;10540;1994
1231;7;1;1994-01-18;10539;1994
2664;58;1;1994-01-20;10537;1994
1627;1;1;1994-01-20;10537;1994
9104;10;1;1994-01-21;10536;1994
2326;70;1;1994-01-24;10533;1994
4356;47;1;1994-01-26;10531;1994
3667;55;1;1994-01-26;10531;1994
742;77;1;1994-01-28;10529;1994
2538;42;1;1994-01-30;10527;1994
127;29;1;1994-02-02;10524;1994
726;76;1;1994-02-03;10523;1994
4907;42;1;1994-02-06;10520;1994
2628;64;0;1994-02-06;10520;1994
3898;70;1;1994-02-07;10519;1994
6472;61;1;1994-02-08;10518;1994
1770;65;1;1994-02-08;10518;1994
2472;60;1;1994-02-08;10518;1994
1159;49;1;1994-02-09;10517;1994
4418;66;1;1994-02-09;10517;1994
1470;19;1;1994-02-10;10516;1994
1813;47;1;1994-02-11;10515;1994
4416;14;1;1994-02-12;10514;1994
2315;75;1;1994-02-13;10513;1994
3876;69;1;1994-02-13;10513;1994
4329;1;1;1994-02-17;10509;1994
3184;1;1;1994-02-18;10508;1994
370;25;1;1994-02-18;10508;1994
1317;56;1;1994-02-18;10508;1994
2675;1;1;1994-02-19;10507;1994
3840;76;1;1994-02-19;10507;1994
4009;56;1;1994-02-20;10506;1994
3886;1;1;1994-02-20;10506;1994
3445;1;1;1994-02-22;10504;1994
2482;1;1;1994-02-23;10503;1994
2361;28;1;1994-02-25;10501;1994
974;29;1;1994-02-25;10501;1994
2959;8;1;1994-02-25;10501;1994
1880;76;1;1994-02-25;10501;1994
3355;70;1;1994-02-26;10500;1994
2501;30;1;1994-02-26;10500;1994
1073;73;1;1994-02-27;10499;1994
8558;1;0;1994-02-27;10499;1994
3101;1;1;1994-02-27;10499;1994
2568;17;1;1994-03-02;10496;1994
1169;49;0;1994-03-02;10496;1994
3684;23;1;1994-03-04;10494;1994
1406;50;1;1994-03-04;10494;1994
71;1;1;1994-03-05;10493;1994
3528;10;1;1994-03-05;10493;1994
3405;36;1;1994-03-07;10491;1994
6118;1;2;1994-03-07;10491;1994
2382;59;1;1994-03-08;10490;1994
1570;1;1;1994-03-12;10486;1994
1511;51;0;1994-03-13;10485;1994
1237;9;1;1994-03-13;10485;1994
3307;30;1;1994-03-13;10485;1994
3378;55;1;1994-03-14;10484;1994
989;19;1;1994-03-14;10484;1994
3253;71;0;1994-03-15;10483;1994
1626;3;1;1994-03-15;10483;1994
289;1;1;1994-03-17;10481;1994
1987;54;1;1994-03-17;10481;1994
817;5;1;1994-03-18;10480;1994
2228;34;1;1994-03-19;10479;1994
904;1;1;1994-03-20;10478;1994
3824;41;1;1994-03-20;10478;1994
3599;63;1;1994-03-20;10478;1994
22;1;1;1994-03-23;10475;1994
470;64;1;1994-03-23;10475;1994
1273;37;1;1994-03-25;10473;1994
237;50;1;1994-03-25;10473;1994
59;43;1;1994-03-27;10471;1994
572;32;1;1994-03-27;10471;1994
1269;52;1;1994-03-28;10470;1994
855;1;1;1994-03-28;10470;1994
3183;45;1;1994-04-01;10466;1994
1969;5;1;1994-04-02;10465;1994
2799;54;2;1994-04-03;10464;1994
1042;43;1;1994-04-03;10464;1994
1158;50;1;1994-04-03;10464;1994
2713;26;1;1994-04-03;10464;1994
740;28;1;1994-04-04;10463;1994
493;26;1;1994-04-05;10462;1994
2067;76;1;1994-04-07;10460;1994
3804;7;1;1994-04-07;10460;1994
4259;66;1;1994-04-08;10459;1994
2886;1;1;1994-04-08;10459;1994
761;43;1;1994-04-09;10458;1994
1918;24;1;1994-04-10;10457;1994
3036;10;1;1994-04-10;10457;1994
3259;1;1;1994-04-11;10456;1994
4408;71;2;1994-04-11;10456;1994
2009;17;1;1994-04-14;10453;1994
1194;1;1;1994-04-15;10452;1994
3718;63;1;1994-04-16;10451;1994
3201;4;1;1994-04-17;10450;1994
460;1;1;1994-04-18;10449;1994
784;59;1;1994-04-19;10448;1994
3714;2;2;1994-04-21;10446;1994
2154;63;1;1994-04-21;10446;1994
1256;38;1;1994-04-21;10446;1994
1353;51;1;1994-04-21;10446;1994
1820;10;1;1994-04-22;10445;1994
2494;74;1;1994-04-23;10444;1994
2399;1;1;1994-04-26;10441;1994
343;18;1;1994-04-26;10441;1994
575;38;1;1994-04-26;10441;1994
900;48;1;1994-04-26;10441;1994
1467;37;1;1994-04-27;10440;1994
31;68;1;1994-04-27;10440;1994
1375;19;1;1994-04-27;10440;1994
1371;1;1;1994-04-27;10440;1994
844;53;1;1994-04-28;10439;1994
908;62;1;1994-04-29;10438;1994
3134;48;1;1994-04-29;10438;1994
2092;1;1;1994-04-29;10438;1994
3747;1;1;1994-05-01;10436;1994
277;32;0;1994-05-01;10436;1994
3595;30;1;1994-05-01;10436;1994
2511;40;1;1994-05-01;10436;1994
1388;29;1;1994-05-02;10435;1994
4245;52;1;1994-05-02;10435;1994
3838;3;1;1994-05-02;10435;1994
543;64;1;1994-05-03;10434;1994
3653;31;1;1994-05-03;10434;1994
524;61;1;1994-05-03;10434;1994
82;26;1;1994-05-03;10434;1994
3912;2;1;1994-05-04;10433;1994
1949;41;1;1994-05-04;10433;1994
1865;1;1;1994-05-04;10433;1994
451;11;1;1994-05-05;10432;1994
50;1;1;1994-05-06;10431;1994
1184;14;1;1994-05-06;10431;1994
363;1;1;1994-05-06;10431;1994
2454;8;1;1994-05-07;10430;1994
2847;75;1;1994-05-08;10429;1994
2740;14;1;1994-05-08;10429;1994
1871;48;1;1994-05-10;10427;1994
8405;20;1;1994-05-10;10427;1994
266;47;1;1994-05-11;10426;1994
1879;10;1;1994-05-13;10424;1994
2259;64;1;1994-05-14;10423;1994
609;63;1;1994-05-15;10422;1994
9750;74;1;1994-05-16;10421;1994
2375;29;1;1994-05-16;10421;1994
216;38;1;1994-05-16;10421;1994
56;50;1;1994-05-16;10421;1994
7824;60;1;1994-05-17;10420;1994
649;69;2;1994-05-17;10420;1994
2996;54;1;1994-05-17;10420;1994
1509;51;1;1994-05-19;10418;1994
2170;1;0;1994-05-19;10418;1994
2001;75;1;1994-05-19;10418;1994
2903;38;1;1994-05-19;10418;1994
3717;56;1;1994-05-20;10417;1994
4195;67;1;1994-05-21;10416;1994
2496;51;1;1994-05-21;10416;1994
9583;31;2;1994-05-22;10415;1994
3636;21;1;1994-05-22;10415;1994
1826;5;1;1994-05-22;10415;1994
2227;31;2;1994-05-22;10415;1994
2749;1;1;1994-05-23;10414;1994
535;35;1;1994-05-24;10413;1994
4066;72;1;1994-05-24;10413;1994
2662;71;1;1994-05-24;10413;1994
1053;57;1;1994-05-25;10412;1994
11333;8;1;1994-05-26;10411;1994
1838;68;1;1994-05-26;10411;1994
3037;44;1;1994-05-26;10411;1994
3372;23;1;1994-05-26;10411;1994
985;32;1;1994-05-29;10408;1994
6924;74;1;1994-06-01;10405;1994
3484;22;1;1994-06-01;10405;1994
700;20;1;1994-06-01;10405;1994
3289;1;1;1994-06-02;10404;1994
2638;5;1;1994-06-02;10404;1994
8316;70;1;1994-06-04;10402;1994
1634;77;1;1994-06-04;10402;1994
4825;15;1;1994-06-04;10402;1994
3650;8;1;1994-06-05;10401;1994
10942;44;2;1994-06-05;10401;1994
2922;16;1;1994-06-06;10400;1994
693;2;1;1994-06-06;10400;1994
2260;1;1;1994-06-07;10399;1994
538;70;1;1994-06-07;10399;1994
548;16;1;1994-06-07;10399;1994
941;8;1;1994-06-08;10398;1994
2155;58;1;1994-06-08;10398;1994
4519;8;1;1994-06-08;10398;1994
3539;42;1;1994-06-08;10398;1994
6511;72;1;1994-06-10;10396;1994
2569;2;1;1994-06-10;10396;1994
43;36;1;1994-06-12;10394;1994
1047;46;1;1994-06-13;10393;1994
3479;22;1;1994-06-14;10392;1994
2868;1;1;1994-06-15;10391;1994
4328;72;1;1994-06-17;10389;1994
5628;61;1;1994-06-17;10389;1994
3160;22;1;1994-06-19;10387;1994
1856;26;1;1994-06-19;10387;1994
154;46;1;1994-06-21;10385;1994
3030;65;1;1994-06-22;10384;1994
1938;1;1;1994-06-25;10381;1994
1870;10;1;1994-06-25;10381;1994
3275;74;1;1994-06-29;10377;1994
8492;2;1;1994-06-29;10377;1994
10093;1;2;1994-07-01;10375;1994
3805;9;1;1994-07-02;10374;1994
200;17;1;1994-07-03;10373;1994
2471;6;1;1994-07-03;10373;1994
352;39;1;1994-07-04;10372;1994
1291;1;1;1994-07-04;10372;1994
161;28;1;1994-07-04;10372;1994
711;70;1;1994-07-06;10370;1994
964;26;1;1994-07-08;10368;1994
1012;65;1;1994-07-09;10367;1994
4276;43;1;1994-07-09;10367;1994
901;60;1;1994-07-10;10366;1994
7765;52;2;1994-07-10;10366;1994
90;1;1;1994-07-13;10363;1994
5574;13;2;1994-07-14;10362;1994
741;54;1;1994-07-14;10362;1994
2819;35;1;1994-07-16;10360;1994
478;58;1;1994-07-16;10360;1994
2615;68;1;1994-07-17;10359;1994
3503;1;1;1994-07-17;10359;1994
3921;18;1;1994-07-17;10359;1994
662;21;1;1994-07-18;10358;1994
2654;56;1;1994-07-21;10355;1994
9627;65;0;1994-07-22;10354;1994
2470;16;1;1994-07-23;10353;1994
427;8;1;1994-07-24;10352;1994
709;19;1;1994-07-25;10351;1994
629;31;1;1994-07-25;10351;1994
2606;1;1;1994-07-27;10349;1994
6738;62;1;1994-07-28;10348;1994
2912;74;1;1994-07-30;10346;1994
4995;20;2;1994-08-01;10344;1994
1022;33;2;1994-08-01;10344;1994
1797;24;1;1994-08-01;10344;1994
3497;76;1;1994-08-02;10343;1994
1848;1;1;1994-08-04;10341;1994
582;12;1;1994-08-05;10340;1994
3167;18;1;1994-08-08;10337;1994
1579;57;1;1994-08-09;10336;1994
610;74;1;1994-08-11;10334;1994
3536;24;1;1994-08-11;10334;1994
1017;14;1;1994-08-11;10334;1994
3017;75;1;1994-08-12;10333;1994
3112;38;1;1994-08-12;10333;1994
1360;71;1;1994-08-14;10331;1994
2747;1;1;1994-08-14;10331;1994
9192;1;1;1994-08-16;10329;1994
1398;62;1;1994-08-18;10327;1994
1246;58;1;1994-08-18;10327;1994
1592;38;1;1994-08-18;10327;1994
