account_district_id;account_frequency;account_year;COUNT(client);MAX(client.birth_year);MAX(client.client_age);MAX(client.client_gender);MEAN(client.birth_year);MEAN(client.client_age);MEAN(client.client_gender);MIN(client.birth_year);MIN(client.client_age);MIN(client.client_gender);MODE(client.type);NUM_UNIQUE(client.type);SKEW(client.birth_year);SKEW(client.client_age);SKEW(client.client_gender);STD(client.birth_year);STD(client.client_age);STD(client.client_gender);SUM(client.birth_year);SUM(client.client_age);SUM(client.client_gender);COUNT(loan);MAX(loan.loan_amount);MAX(loan.loan_duration);MAX(loan.loan_payments);MAX(loan.loan_status);MAX(loan.loan_year);MEAN(loan.loan_amount);MEAN(loan.loan_duration);MEAN(loan.loan_payments);MEAN(loan.loan_status);MEAN(loan.loan_year);MIN(loan.loan_amount);MIN(loan.loan_duration);MIN(loan.loan_payments);MIN(loan.loan_status);MIN(loan.loan_year);SKEW(loan.loan_amount);SKEW(loan.loan_duration);SKEW(loan.loan_payments);SKEW(loan.loan_status);SKEW(loan.loan_year);STD(loan.loan_amount);STD(loan.loan_duration);STD(loan.loan_payments);STD(loan.loan_status);STD(loan.loan_year);SUM(loan.loan_amount);SUM(loan.loan_duration);SUM(loan.loan_payments);SUM(loan.loan_status);SUM(loan.loan_year);COUNT(transaction);MAX(transaction.trans_amount);MAX(transaction.trans_balance);MAX(transaction.trans_day);MAX(transaction.trans_month);MAX(transaction.trans_year);MEAN(transaction.trans_amount);MEAN(transaction.trans_balance);MEAN(transaction.trans_day);MEAN(transaction.trans_month);MEAN(transaction.trans_year);MIN(transaction.trans_amount);MIN(transaction.trans_balance);MIN(transaction.trans_day);MIN(transaction.trans_month);MIN(transaction.trans_year);MODE(transaction.trans_operation);MODE(transaction.trans_type);NUM_UNIQUE(transaction.trans_operation);NUM_UNIQUE(transaction.trans_type);SKEW(transaction.trans_amount);SKEW(transaction.trans_balance);SKEW(transaction.trans_day);SKEW(transaction.trans_month);SKEW(transaction.trans_year);STD(transaction.trans_amount);STD(transaction.trans_balance);STD(transaction.trans_day);STD(transaction.trans_month);STD(transaction.trans_year);SUM(transaction.trans_amount);SUM(transaction.trans_balance);SUM(transaction.trans_day);SUM(transaction.trans_month);SUM(transaction.trans_year);DAY(account_date);MONTH(account_date);WEEKDAY(account_date);YEAR(account_date)
1;1;1993;2;1932.0;92.0;1.0;1931.0;91.0;0.5;1930.0;90.0;0.0;DISPONENT;2;;;;1.4142135623730951;1.4142135623730951;0.7071067811865476;3862.0;182.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;232;6614.0;45743.9;31.0;12.0;1996.0;195.09568965517244;26055.560775862068;19.663793103448278;6.512931034482759;1994.6379310344828;-6200.0;200.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.7612228214304126;0.5194574837455012;0.004383868404194615;-0.05587953739724914;-0.1295206215234355;3567.3961219602465;6650.437146785662;9.682352371962299;3.710264927295758;1.0436080580243665;45262.200000000004;6044890.1;4562.0;1511.0;462756.0;27;2;5;1993
23;1;1993;1;1929.0;93.0;1.0;1929.0;93.0;1.0;1929.0;93.0;1.0;OWNER;1;;;;;;;1929.0;93.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;222;5081.0;36930.7;31.0;12.0;1996.0;150.11576576576576;24355.603153153155;18.40990990990991;6.373873873873874;1994.662162162162;-14650.0;800.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.12620787740814368;-0.5422066409605397;0.07977967238431043;-0.02202964123512984;-0.13560583004482574;2920.651368908928;5035.991173752859;10.660473404334194;3.6373928237346007;1.0413664929690887;33325.7;5406943.9;4087.0;1415.0;442815.0;27;2;5;1993
17;1;1993;1;1929.0;93.0;0.0;1929.0;93.0;0.0;1929.0;93.0;0.0;OWNER;1;;;;;;;1929.0;93.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;250;6932.0;35817.5;31.0;12.0;1996.0;63.77879999999999;23749.2488;17.912;6.6;1994.68;-8200.0;900.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.824613035495211;-0.5074065656949758;0.050592935109161775;-0.12158191918201738;-0.16932208604195317;3632.647721674883;5744.532020577506;10.80310530992591;3.667944282707165;1.0497657034449386;15944.699999999997;5937312.2;4478.0;1650.0;498670.0;27;2;5;1993
70;1;1993;2;1932.0;95.0;1.0;1929.5;92.5;0.5;1927.0;90.0;0.0;DISPONENT;2;;;;3.5355339059327378;3.5355339059327378;0.7071067811865476;3859.0;185.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;233;5439.0;31403.3;31.0;12.0;1996.0;101.95150214592275;22019.0678111588;18.819742489270386;6.952789699570816;1994.6523605150214;-6850.0;800.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.7415030077165207;-0.9227859088451941;0.06299643331336652;-0.17591564375858415;-0.12625532089519786;2959.3163973274764;4097.582300097398;10.165956793121305;3.4668881298249334;1.048071302763122;23754.7;5130442.8;4385.0;1620.0;464754.0;27;2;5;1993
51;1;1993;1;1968.0;54.0;0.0;1968.0;54.0;0.0;1968.0;54.0;0.0;OWNER;1;;;;;;;1968.0;54.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;305;35457.0;84468.8;31.0;12.0;1996.0;158.8865573770492;57969.27409836066;16.78688524590164;6.593442622950819;1994.6655737704918;-26600.0;600.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.6803311000994047;-0.11562833761495907;0.31949878106970214;-0.09173783307157506;-0.16110574679395231;12899.742310440644;13036.16750087513;10.409564734596824;3.5998843572644543;1.0697523763367882;48460.40000000001;17680628.6;5120.0;2011.0;608373.0;27;2;5;1993
43;1;1993;2;1968.0;58.0;1.0;1966.0;56.0;0.5;1964.0;54.0;0.0;DISPONENT;2;;;;2.8284271247461903;2.8284271247461903;0.7071067811865476;3932.0;112.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;247;11144.0;46470.4;31.0;12.0;1996.0;173.88744939271254;24021.46032388664;20.748987854251013;6.518218623481781;1994.5222672064776;-10100.0;900.0;5.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.8034294881058921;0.23874393570212013;0.06865622319261451;-0.06381738743571964;-0.006262079075639309;4401.253646743382;7637.003478558117;8.465721711310136;3.6323232818065887;1.0507982454785647;42950.2;5933300.7;5125.0;1610.0;492647.0;27;2;5;1993
1;1;1993;1;1920.0;102.0;1.0;1920.0;102.0;1.0;1920.0;102.0;1.0;OWNER;1;;;;;;;1920.0;102.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;237;5448.0;30856.4;31.0;12.0;1996.0;59.85527426160337;20647.00675105485;17.9957805907173;6.59915611814346;1994.6962025316457;-4900.0;900.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.8603072547195837;-0.26940095572531225;0.14608074767745846;-0.12737200223660025;-0.19024725869889283;2932.375673962218;4380.324766348158;10.562765547878652;3.64000828320418;1.037693380545113;14185.699999999999;4893340.6;4265.0;1564.0;472743.0;27;2;5;1993
70;1;1993;1;1944.0;77.0;0.0;1944.0;77.0;0.0;1944.0;77.0;0.0;OWNER;1;;;;;;;1944.0;77.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;337;49803.0;150812.8;31.0;12.0;1996.0;69.40207715133529;54412.39614243324;21.020771513353115;6.821958456973293;1994.5875370919882;-53600.0;-3167.1;1.0;1.0;1993.0;withdrawal in cash;credit;3;3;0.7267073065103772;0.5495538835265148;-0.5303221892919312;-0.17748854190715632;-0.062082133174792026;17662.50507471438;27368.949727324227;9.81660015935812;3.305531757622365;1.0230493282032367;23388.499999999993;18336977.5;7084.0;2299.0;672176.0;27;2;5;1993
72;1;1993;1;1933.0;89.0;1.0;1933.0;89.0;1.0;1933.0;89.0;1.0;OWNER;1;;;;;;;1933.0;89.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;252;6934.0;44227.5;31.0;12.0;1996.0;165.70912698412698;29062.966666666664;19.25793650793651;6.571428571428571;1994.6626984126983;-13100.0;200.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.5848706921250318;-0.6539413672309792;-0.09612297700258159;-0.13453577232724115;-0.15371268887713332;3601.944730695364;5794.341419410941;9.981304062335608;3.657505673522565;1.0454404227913938;41758.7;7323867.6;4853.0;1656.0;502655.0;27;2;5;1993
69;2;1993;1;1958.0;64.0;1.0;1958.0;64.0;1.0;1958.0;64.0;1.0;OWNER;1;;;;;;;1958.0;64.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;379;49429.0;178670.2;31.0;12.0;1996.0;185.67071240105537;58808.66200527704;16.71503957783641;7.015831134564643;1994.7335092348285;-63200.0;300.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;3;0.37180488545470375;0.7585544583704923;0.25071304374282927;-0.16150238088814023;-0.21408057038040082;17074.22803169967;28371.216766289202;10.279844186228624;3.5020421152093597;1.0863321531064414;70369.19999999998;22288482.9;6335.0;2659.0;756004.0;1;3;0;1993
21;1;1993;1;1965.0;57.0;0.0;1965.0;57.0;0.0;1965.0;57.0;0.0;OWNER;1;;;;;;;1965.0;57.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;347;10600.0;38444.9;31.0;12.0;1996.0;71.26455331412103;27530.567435158504;16.72622478386167;6.553314121037464;1994.6772334293948;-7530.0;700.0;1.0;1.0;1993.0;remittance to another bank;withdrawal;5;2;1.0047968590492844;-0.8378331779833239;0.3691967207605791;-0.0860125505169356;-0.16961419431835206;1635.896351383004;5108.848860426029;9.989444046289583;3.609462391221711;1.056017910291528;24728.8;9553106.9;5804.0;2274.0;692153.0;2;3;1;1993
25;1;1993;1;1937.0;85.0;1.0;1937.0;85.0;1.0;1937.0;85.0;1.0;OWNER;1;;;;;;;1937.0;85.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;261;19665.0;55738.8;31.0;12.0;1996.0;113.98927203065136;32179.430268199238;19.559386973180075;6.494252873563219;1994.6704980842912;-17600.0;400.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.8733128375043856;0.09821448807852709;-0.12747192959336848;-0.04437684410806641;-0.18203041289970887;7532.82361137676;8224.330342912395;9.950711126871543;3.61686295188691;1.0627664104901922;29751.200000000004;8398831.3;5105.0;1695.0;520609.0;3;3;2;1993
20;1;1993;2;1954.0;72.0;1.0;1952.0;70.0;0.5;1950.0;68.0;0.0;DISPONENT;2;;;;2.8284271247461903;2.8284271247461903;0.7071067811865476;3904.0;140.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;290;28617.0;85055.9;31.0;12.0;1996.0;277.42172413793105;46045.61896551724;19.19655172413793;6.813793103448276;1994.655172413793;-23200.0;500.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;1.1454003244432605;0.6098168086738965;0.21463757301715103;-0.1192267627233203;-0.14972047212402728;9948.595630455355;12389.006513786135;8.820743982251699;3.471059204128934;1.0612997863970746;80452.3;13353229.5;5567.0;1976.0;578450.0;3;3;2;1993
7;1;1993;1;1937.0;85.0;1.0;1937.0;85.0;1.0;1937.0;85.0;1.0;OWNER;1;;;;;;;1937.0;85.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;297;48668.0;149382.2;31.0;12.0;1996.0;84.57306397306401;48306.381144781146;19.2996632996633;6.723905723905724;1994.4444444444443;-64200.0;500.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;3;0.32438609245785444;1.0663811759062851;-0.17916259774347876;-0.07104304977337488;0.12132469208645068;17996.6725519894;25100.20058604803;10.03950473338477;3.423567104762476;1.0515968124027268;25118.20000000001;14346995.2;5732.0;1997.0;592350.0;3;3;2;1993
14;1;1993;1;1977.0;45.0;1.0;1977.0;45.0;1.0;1977.0;45.0;1.0;OWNER;1;;;;;;;1977.0;45.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;241;45544.0;83557.9;31.0;12.0;1996.0;204.75850622406637;33782.25684647303;21.34439834024896;6.381742738589212;1994.6473029045644;-29300.0;1000.0;1.0;1.0;1993.0;withdrawal in cash;credit;3;2;2.6671703522713335;0.932973122442788;-0.4938204967681326;-0.057841672829148386;-0.14190074720198345;6707.900999103303;12894.067209255456;9.147498505456591;3.6267982137886854;1.0704764260362423;49346.799999999996;8141523.9;5144.0;1538.0;480710.0;3;3;2;1993
43;1;1993;1;1978.0;44.0;0.0;1978.0;44.0;0.0;1978.0;44.0;0.0;OWNER;1;;;;;;;1978.0;44.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;222;47846.0;115022.4;31.0;12.0;1996.0;67.41891891891889;27359.436936936938;21.97747747747748;6.3558558558558556;1994.5720720720722;-36900.0;700.0;1.0;1.0;1993.0;withdrawal in cash;credit;3;2;2.070956363737918;2.0490267705921004;-0.6540676515170373;0.008114767414994856;-0.05178442051668416;8941.020322604865;15702.873561622238;8.969754958488418;3.5523794762003336;1.0557895693229251;14966.999999999995;6073795.0;4879.0;1411.0;442795.0;3;3;2;1993
59;1;1993;1;1949.0;73.0;0.0;1949.0;73.0;0.0;1949.0;73.0;0.0;OWNER;1;;;;;;;1949.0;73.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;388;36628.0;95200.3;31.0;12.0;1996.0;171.33814432989695;56373.260567010315;16.056701030927837;6.65979381443299;1994.6881443298969;-26600.0;1100.0;1.0;1.0;1993.0;remittance to another bank;withdrawal;4;2;1.043626113801811;0.3378130313697019;0.5028227164987812;-0.12333615907513883;-0.18247096365076057;11395.017356070872;12763.264271965772;9.59338065523174;3.607733863054245;1.050735516865297;66479.20000000001;21872825.1;6230.0;2584.0;773939.0;4;3;3;1993
1;1;1993;2;1961.0;68.0;1.0;1957.5;64.5;0.5;1954.0;61.0;0.0;DISPONENT;2;;;;4.949747468305833;4.949747468305833;0.7071067811865476;3915.0;129.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;238;14361.0;47543.0;31.0;12.0;1996.0;123.2201680672269;33643.379411764705;19.638655462184875;6.878151260504202;1994.672268907563;-12000.0;600.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.8808611039426081;-0.44712205718099474;-0.2703363734995724;-0.11714771662573101;-0.17688252941749266;5746.737768406702;5937.848611516415;10.419254403248411;3.4442310273018544;1.0760863900936837;29326.4;8007124.3;4674.0;1637.0;474732.0;5;3;4;1993
46;1;1993;1;1929.0;93.0;0.0;1929.0;93.0;0.0;1929.0;93.0;0.0;OWNER;1;;;;;;;1929.0;93.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;243;5672.0;32757.6;31.0;12.0;1996.0;55.248559670781894;22014.55967078189;19.679012345679013;6.576131687242798;1994.6666666666667;-6800.0;300.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.7674604067275804;-0.3708863954654638;-0.19569319817222247;-0.08942905300744866;-0.1627412522760717;3042.7792158473385;5234.8399684289325;10.09888361454758;3.630302655566965;1.0405021038424014;13425.4;5349538.0;4782.0;1598.0;484704.0;5;3;4;1993
38;2;1993;1;1966.0;56.0;0.0;1966.0;56.0;0.0;1966.0;56.0;0.0;OWNER;1;;;;;;;1966.0;56.0;0.0;1;212400.0;36.0;5900.0;1.0;1994.0;212400.0;36.0;5900.0;1.0;1994.0;212400.0;36.0;5900.0;1.0;1994.0;;;;;;;;;;;212400.0;36.0;5900.0;1.0;1994.0;71;48828.0;133215.2;31.0;12.0;1994.0;904.5239436619718;51034.361971830986;18.859154929577464;6.591549295774648;1993.2394366197184;-42900.0;300.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;3;3;0.5155389954665859;0.7707133339862009;-0.33804609384797085;-0.18299565799901968;1.2476980234535642;18249.048697769467;27309.501085647138;11.47456289195228;3.6589517030691123;0.42977697646207064;64221.2;3623439.7;1339.0;468.0;141520.0;5;3;4;1993
42;1;1993;1;1922.0;100.0;0.0;1922.0;100.0;0.0;1922.0;100.0;0.0;OWNER;1;;;;;;;1922.0;100.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;239;5740.0;32938.4;31.0;12.0;1996.0;73.88744769874477;21946.407531380755;19.531380753138077;6.543933054393306;1994.6610878661088;-11350.0;400.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.45768969248697905;-0.2974871743616388;-0.06915078819894047;-0.08946298270843263;-0.14993350183306187;3166.7131683229563;5643.6668092927675;10.100236007799095;3.713075184160772;1.056289918254747;17659.1;5245191.4;4668.0;1564.0;476724.0;6;3;5;1993
9;1;1993;2;1976.0;47.0;1.0;1975.5;46.5;0.5;1975.0;46.0;0.0;DISPONENT;2;;;;0.7071067811865476;0.7071067811865476;0.7071067811865476;3951.0;93.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;265;17380.5;49406.6;31.0;12.0;1996.0;106.18603773584906;28744.629433962262;18.871698113207547;6.49811320754717;1994.6150943396226;-26880.0;300.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.59934461381066;0.07683770662794585;-0.05793621749318597;-0.0697476990148603;-0.10086120739309312;6685.401167859786;7722.579783618794;10.450032212479178;3.6098817745917167;1.053025264167557;28139.3;7617326.8;5001.0;1722.0;528573.0;6;3;5;1993
54;1;1993;2;1958.0;67.0;1.0;1956.5;65.5;0.5;1955.0;64.0;0.0;DISPONENT;2;;;;2.1213203435596424;2.1213203435596424;0.7071067811865476;3913.0;131.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;262;3243.0;26253.8;31.0;12.0;1996.0;93.70229007633588;18652.695038167938;18.206106870229007;6.312977099236641;1994.6832061068703;-8550.0;800.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.562425319042243;-1.5619947377540104;0.3353924590010982;0.004366721972321547;-0.14941729719719254;1614.8487040131572;3220.461412220275;9.668226237452934;3.692353016222637;1.0444271136235093;24550.0;4887006.1;4770.0;1654.0;522607.0;7;3;6;1993
56;1;1993;1;1971.0;51.0;0.0;1971.0;51.0;0.0;1971.0;51.0;0.0;OWNER;1;;;;;;;1971.0;51.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;257;8300.0;58185.7;31.0;12.0;1996.0;196.87276264591438;33355.10389105058;18.46303501945525;6.490272373540856;1994.669260700389;-6300.0;1100.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.6316447274973592;0.28610955163571655;-0.10046014123600172;-0.05465309893392136;-0.15934604857176715;2854.2261491934382;10634.637308614065;10.901888245399284;3.6647740811880696;1.051203104507794;50596.299999999996;8572261.7;4745.0;1668.0;512630.0;8;3;0;1993
49;1;1993;2;1965.0;63.0;1.0;1962.0;59.5;0.5;1959.0;56.0;0.0;DISPONENT;2;;;;4.242640687119285;4.949747468305833;0.7071067811865476;3924.0;119.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;263;2901.0;24428.2;31.0;12.0;1996.0;52.51140684410647;18131.449429657794;18.513307984790874;6.517110266159696;1994.7148288973383;-5550.0;600.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.697731865682757;-1.088446484116403;0.3168435718412657;-0.08827248820604752;-0.21814038957988152;1469.2443303138734;3698.3911417630025;9.445646725815308;3.6327985363012103;1.0440894482540866;13810.5;4768571.2;4869.0;1714.0;524610.0;8;3;0;1993
70;1;1993;2;1973.0;52.0;1.0;1971.5;50.5;0.5;1970.0;49.0;0.0;DISPONENT;2;;;;2.1213203435596424;2.1213203435596424;0.7071067811865476;3943.0;101.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;267;25390.0;69716.5;31.0;12.0;1996.0;189.7913857677903;44713.855805243446;17.823970037453183;6.426966292134831;1994.6704119850187;-18700.0;16927.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;1.0409561562586171;-0.16662141389958976;-0.003223074261177408;-0.045197596984679775;-0.16462459060010023;9337.512362256955;10169.374568517283;11.26821442642982;3.6311754982181057;1.0530947138063396;50674.30000000001;11938599.5;4759.0;1716.0;532577.0;8;3;0;1993
1;1;1993;1;1946.0;76.0;1.0;1946.0;76.0;1.0;1946.0;76.0;1.0;OWNER;1;;;;;;;1946.0;76.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;262;48543.0;136682.5;31.0;12.0;1996.0;124.20839694656486;39622.99656488549;18.259541984732824;7.0038167938931295;1994.6908396946565;-43400.0;200.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;3;1.4579440113789055;1.683900687021985;-0.037759573296825465;-0.20781948816434148;-0.22150465595371602;12413.334001562002;19964.42976178208;10.864253159986847;3.4480246903346687;1.0207765342248036;32542.599999999995;10381225.1;4784.0;1835.0;522609.0;8;3;0;1993
1;1;1993;2;1939.0;84.0;1.0;1938.5;83.5;0.5;1938.0;83.0;0.0;DISPONENT;2;;;;0.7071067811865476;0.7071067811865476;0.7071067811865476;3877.0;167.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;206;3285.0;29120.9;31.0;12.0;1996.0;120.5257281553398;20957.667961165047;19.21359223300971;6.888349514563107;1994.6456310679612;-7800.0;400.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;-0.05953294166880097;-1.3692388218309453;-0.07187941954525305;-0.1381337111224068;-0.14764220130009212;2028.964121446046;4480.89365834624;10.714157932551055;3.5008236235345107;1.0479505386789794;24828.3;4317279.6;3958.0;1419.0;410897.0;8;3;0;1993
43;1;1993;1;1954.0;68.0;0.0;1954.0;68.0;0.0;1954.0;68.0;0.0;OWNER;1;;;;;;;1954.0;68.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;225;10000.0;37486.9;31.0;12.0;1996.0;43.30844444444444;25871.331555555553;20.57777777777778;6.311111111111111;1994.6266666666668;-29100.0;1000.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;3;2;-1.6861779981343843;-0.9527576219789851;-0.41453945132010217;0.0026085402125453593;-0.11031675960158734;4137.276686233973;6770.480306845578;10.469106100316424;3.6524345001351866;1.0620061877673355;9744.4;5821049.6;4630.0;1420.0;448791.0;8;3;0;1993
23;1;1993;1;1948.0;74.0;0.0;1948.0;74.0;0.0;1948.0;74.0;0.0;OWNER;1;;;;;;;1948.0;74.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;382;32604.0;69295.8;31.0;12.0;1996.0;97.20497382198954;38164.02931937172;14.730366492146597;6.795811518324608;1994.7015706806283;-26400.0;1000.0;1.0;1.0;1993.0;remittance to another bank;withdrawal;5;3;1.3905314013936019;0.3218899628843749;0.5548079359062379;-0.1354548073877453;-0.1744046582547181;9782.043491049752;11081.318812446252;10.59555046371402;3.5524097393892227;1.0297147600753234;37132.3;14578659.2;5627.0;2596.0;761976.0;8;3;0;1993
21;1;1993;1;1978.0;44.0;1.0;1978.0;44.0;1.0;1978.0;44.0;1.0;OWNER;1;;;;;;;1978.0;44.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;380;34902.0;78665.4;31.0;12.0;1996.0;121.00473684210525;53794.604999999996;14.810526315789474;6.6078947368421055;1994.7184210526316;-23800.0;1000.0;1.0;1.0;1993.0;remittance to another bank;withdrawal;4;2;1.1161722529689169;-0.41568561405535004;0.550719493031801;-0.0953892446339968;-0.19893655165161045;10855.094349244806;11419.658911795159;10.448056957222413;3.5848465579117472;1.031011303398747;45981.799999999996;20441949.9;5628.0;2511.0;757993.0;8;3;0;1993
7;1;1993;2;1962.0;61.0;1.0;1961.5;60.0;0.5;1961.0;59.0;0.0;DISPONENT;2;;;;0.7071067811865476;1.4142135623730951;0.7071067811865476;3923.0;120.0;1.0;1;91632.0;12.0;7636.0;1.0;1994.0;91632.0;12.0;7636.0;1.0;1994.0;91632.0;12.0;7636.0;1.0;1994.0;;;;;;;;;;;91632.0;12.0;7636.0;1.0;1994.0;70;26378.0;64577.8;31.0;12.0;1994.0;472.3114285714286;40976.94285714286;16.014285714285716;6.542857142857143;1993.2714285714285;-18300.0;700.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;1.120310838277874;-0.6158645624223671;0.43267792221406914;-0.1390718579700479;1.0506371240947687;9484.374323408698;10641.422753595749;10.3328557960852;3.9367672836939107;0.4479074882298722;33061.8;2868386.0;1121.0;458.0;139529.0;8;3;0;1993
74;1;1993;1;1935.0;87.0;1.0;1935.0;87.0;1.0;1935.0;87.0;1.0;OWNER;1;;;;;;;1935.0;87.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;220;45503.0;128391.7;31.0;12.0;1996.0;262.1968181818182;36451.97045454545;21.71818181818182;6.568181818181818;1994.5727272727272;-42300.0;-2735.9;1.0;1.0;1993.0;withdrawal in cash;withdrawal;3;3;1.0150121807456198;1.1376764315306283;-0.7792726955105977;-0.15644287714050373;-0.006333296370943318;13353.596873441686;26562.265570997355;10.439765754454799;3.5551604223848536;1.0892508498343367;57683.299999999996;8019433.5;4778.0;1445.0;438806.0;9;3;1;1993
72;1;1993;1;1931.0;91.0;1.0;1931.0;91.0;1.0;1931.0;91.0;1.0;OWNER;1;;;;;;;1931.0;91.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;230;5781.0;30806.2;31.0;12.0;1996.0;81.29956521739129;21996.385652173914;19.291304347826088;6.482608695652174;1994.6260869565217;-8850.0;900.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.6132733388780774;-0.6762968226218121;-0.10879736450317905;-0.07109327179643965;-0.12827644236298613;3244.1475433886967;4529.635191496833;10.382947602262794;3.7132069466628175;1.0733847990833858;18698.899999999998;5059168.7;4437.0;1491.0;458764.0;9;3;1;1993
19;1;1993;1;1969.0;53.0;1.0;1969.0;53.0;1.0;1969.0;53.0;1.0;OWNER;1;;;;;;;1969.0;53.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;265;27219.0;64150.9;31.0;12.0;1996.0;89.11999999999999;34227.94113207547;20.135849056603774;6.483018867924528;1994.6641509433962;-21600.0;300.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.9726861769066641;0.5819922679929476;-0.14883645569512396;-0.053036944783463234;-0.15209980452661395;10173.849028310207;10462.591018988185;9.314193599092311;3.6380634963439715;1.0464757485396723;23616.799999999996;9070404.4;5336.0;1718.0;528586.0;9;3;1;1993
